idp_code,district_name,IDP_Site
CCCM-SO2401-0816,Baidoa,Alla Aaamin Indhoolayaasha
CCCM-SO2401-0041,Baidoa,Alla Magan
CCCM-SO2401-0817,Baidoa,Alla Qadari
CCCM-SO2401-0042,Baidoa,Alla Suge-1
CCCM-SO2401-0044,Baidoa,Alla Tuug
CCCM-SO2401-0045,Baidoa,Alla-Amin
CCCM-SO2401-0046,Baidoa,Allah Umaqan
CCCM-SO2401-0047,Baidoa,Allah Weyn
CCCM-SO2401-0048,Baidoa,Alle Qabe
CCCM-SO2401-0818,Baidoa,Amiin Alle
CCCM-SO2401-0050,Baidoa,Amin Robow
CCCM-SO2401-0051,Baidoa,Anole
CCCM-SO2401-0697,Baidoa,Araan
CCCM-SO2401-0880,Baidoa,Aroos Odey
CCCM-SO2401-0819,Baidoa,Arooswiini
CCCM-SO2401-0881,Baidoa,Asha Gaba
CCCM-SO2401-0053,Baidoa,Asha Ki Dhali
CCCM-SO2401-0054,Baidoa,Asharow Jawari
CCCM-SO2401-0055,Baidoa,Asho Gabo 2
CCCM-SO2401-0820,Baidoa,Awa Derow
CCCM-SO2401-0056,Baidoa,Awal Barwaqo
CCCM-SO2401-0057,Baidoa,Awal Qaasim
CCCM-SO2401-0772,Baidoa,Awdinle
CCCM-SO2401-0058,Baidoa,Awo Asharo-1
CCCM-SO2401-0060,Baidoa,Awoodimow
CCCM-SO2401-0061,Baidoa,Awsiine
CCCM-SO2401-0821,Baidoa,Baabsalaami
CCCM-SO2401-0698,Baidoa,Baagay
CCCM-SO2401-0794,Baidoa,Baar Dufle
CCCM-SO2401-0915,Baidoa,Baarbadan
CCCM-SO2401-0064,Baidoa,Baarsaare
CCCM-SO2401-0065,Baidoa,Baaruud Xaanshi
CCCM-SO2401-0710,Baidoa,Baas Ma'Arke
CCCM-SO2401-0067,Baidoa,Badanbadey
CCCM-SO2401-0068,Baidoa,Badbaado
CCCM-SO2401-0699,Baidoa,Badbaado
CCCM-SO2401-0822,Baidoa,Bakaar Shiid
CCCM-SO2401-0071,Baidoa,Bakal Gaduud
CCCM-SO2401-0711,Baidoa,Bakal Laabow 1
CCCM-SO2401-0712,Baidoa,Bakal Sheli
CCCM-SO2401-0072,Baidoa,Bakalasheeg
CCCM-SO2401-0700,Baidoa,Bakale
CCCM-SO2401-0073,Baidoa,Bakaley
CCCM-SO2401-0077,Baidoa,Bakaro
CCCM-SO2401-0078,Baidoa,Bakool-1
CCCM-SO2401-0713,Baidoa,Balad Amar
CCCM-SO2401-0080,Baidoa,Baladul Amin
CCCM-SO2401-0627,Baidoa,Balanbaale
CCCM-SO2401-0082,Baidoa,Balanbasha
CCCM-SO2401-0916,Baidoa,Balow Kai
CCCM-SO2401-0087,Baidoa,Ban Sadiiq
CCCM-SO2401-0088,Baidoa,Banaadir
CCCM-SO2401-0089,Baidoa,Banaadir
CCCM-SO2401-0882,Baidoa,Banbaari
CCCM-SO2401-0090,Baidoa,Banban
CCCM-SO2401-0092,Baidoa,Banbusul
CCCM-SO2401-0647,Baidoa,Bandhuub
CCCM-SO2401-0093,Baidoa,Banjinay
CCCM-SO2401-0094,Baidoa,Banow
CCCM-SO2401-0795,Baidoa,Banreera
CCCM-SO2401-0883,Baidoa,Bansaable
CCCM-SO2401-0749,Baidoa,Bansoofe
CCCM-SO2401-0796,Baidoa,Bansuuf 2
CCCM-SO2401-0095,Baidoa,Banyal
CCCM-SO2401-0096,Baidoa,Baqaley Riibe
CCCM-SO2401-0097,Baidoa,Baqaley Riibi
CCCM-SO2401-0823,Baidoa,Bar Baare
CCCM-SO2401-0797,Baidoa,Baraka
CCCM-SO2401-0098,Baidoa,Barakaley
CCCM-SO2401-0099,Baidoa,Barariye
CCCM-SO2401-0715,Baidoa,Barbaarow Dhumiik
CCCM-SO2401-0764,Baidoa,Bardigoof
CCCM-SO2401-0103,Baidoa,Barhanooy
CCCM-SO2401-0104,Baidoa,Bari Koonfur Galbed
CCCM-SO2401-0884,Baidoa,Bariyow
CCCM-SO2401-0798,Baidoa,Barkadle 2
CCCM-SO2401-0106,Baidoa,Barkulun
CCCM-SO2401-0110,Baidoa,Barwaqo
CCCM-SO2401-0111,Baidoa,Barwaqo
CCCM-SO2401-0112,Baidoa,Bas Maleh
CCCM-SO2401-0113,Baidoa,Bay Iyo Bakool
CCCM-SO2401-0114,Baidoa,Baygaduud
CCCM-SO2401-0824,Baidoa,Baygaduud
CCCM-SO2401-0917,Baidoa,Bayka Gaduud
CCCM-SO2401-0799,Baidoa,Baynun
CCCM-SO2401-0716,Baidoa,Bayow
CCCM-SO2401-0115,Baidoa,Beer Dhinbil 2
CCCM-SO2401-0116,Baidoa,Beer Dhinbil 3
CCCM-SO2401-0117,Baidoa,Beer Shibeele
CCCM-SO2401-0825,Baidoa,Beereyjeg
CCCM-SO2401-0826,Baidoa,Beerlamow
CCCM-SO2401-0118,Baidoa,Beladul Amin 2
CCCM-SO2401-0120,Baidoa,Berdale Ayle
CCCM-SO2401-0717,Baidoa,Bilal
CCCM-SO2401-0122,Baidoa,Bilan Abees 2
CCCM-SO2401-0885,Baidoa,Bililtuur
CCCM-SO2401-0779,Baidoa,Birigey
CCCM-SO2401-0886,Baidoa,Biroole
CCCM-SO2401-0126,Baidoa,Bodaan-1
CCCM-SO2401-0127,Baidoa,Bodaan-2
CCCM-SO2401-0827,Baidoa,Bogay
CCCM-SO2401-0129,Baidoa,Bohul
CCCM-SO2401-0130,Baidoa,Boorami
CCCM-SO2401-0131,Baidoa,Boorami Lawiile
CCCM-SO2401-0828,Baidoa,Borow
CCCM-SO2401-0918,Baidoa,Bula Gadisoy
CCCM-SO2401-0133,Baidoa,Bula Gaduud
CCCM-SO2401-0919,Baidoa,Bula Garas
CCCM-SO2401-0135,Baidoa,Bula Sokor
CCCM-SO2401-0136,Baidoa,Buli Fuur Ooflow
CCCM-SO2401-0920,Baidoa,Bulla Reydab
CCCM-SO2401-0701,Baidoa,Bulo Gurun
CCCM-SO2401-0921,Baidoa,Bulo Sheq
CCCM-SO2401-0138,Baidoa,Bulsho
CCCM-SO2401-0139,Baidoa,Burey Manas
CCCM-SO2401-0800,Baidoa,Burkuus
CCCM-SO2401-0702,Baidoa,Buruqle
CCCM-SO2401-0140,Baidoa,Busley
CCCM-SO2401-0141,Baidoa,Busta
CCCM-SO2401-0142,Baidoa,Buula Aamin
CCCM-SO2401-0143,Baidoa,Buula Berde
CCCM-SO2401-0144,Baidoa,Buula Busley
CCCM-SO2401-0146,Baidoa,Buula Fulay
CCCM-SO2401-0147,Baidoa,Buula Issack
CCCM-SO2401-0148,Baidoa,Buula Nuuri-1
CCCM-SO2401-0150,Baidoa,Buula Usley-1
CCCM-SO2401-0151,Baidoa,Buula Usley-2
CCCM-SO2401-0152,Baidoa,Buula Usley-3
CCCM-SO2401-0922,Baidoa,Buulabisig
CCCM-SO2401-0663,Baidoa,Buulcadey
CCCM-SO2401-0153,Baidoa,Buule Fuur
CCCM-SO2401-0829,Baidoa,Buule Gablay
CCCM-SO2401-0765,Baidoa,Buuli Dooy
CCCM-SO2401-0154,Baidoa,Buuli Gaabow
CCCM-SO2401-0830,Baidoa,Buuli Yuurur
CCCM-SO2401-0720,Baidoa,Buulishiid
CCCM-SO2401-0155,Baidoa,Buulo Barake
CCCM-SO2401-0664,Baidoa,Buulo Bisig
CCCM-SO2401-0831,Baidoa,Buulo Biyooley
CCCM-SO2401-0157,Baidoa,Buulo Ciir
CCCM-SO2401-0603,Baidoa,Buulo Diif
CCCM-SO2401-0158,Baidoa,Buulo Duuf
CCCM-SO2401-0160,Baidoa,Buulo Goof
CCCM-SO2401-0648,Baidoa,Buulo Gumar- 1
CCCM-SO2401-0161,Baidoa,Buulo Gumar-2
CCCM-SO2401-0887,Baidoa,Buulo Hubey
CCCM-SO2401-0832,Baidoa,Buulo Ismail
CCCM-SO2401-0721,Baidoa,Buulo Jaay 
CCCM-SO2401-0162,Baidoa,Buulo Jadiid
CCCM-SO2401-0801,Baidoa,Buulo Keerow
CCCM-SO2401-0163,Baidoa,Buulo Kuusow
CCCM-SO2401-0665,Baidoa,Buulo Maal
CCCM-SO2401-0833,Baidoa,Buulo Mariin
CCCM-SO2401-0923,Baidoa,Buulo Nishow
CCCM-SO2401-0167,Baidoa,Buulo Sheeb-2
CCCM-SO2401-0802,Baidoa,Buulo Yusuf
CCCM-SO2401-0722,Baidoa,Buuloneebsin
CCCM-SO2401-0168,Baidoa,Buur Edoy
CCCM-SO2401-0169,Baidoa,Buur Eeyle-2
CCCM-SO2401-0171,Baidoa,Buur Fuule 1
CCCM-SO2401-0173,Baidoa,Buur Gaduud
CCCM-SO2401-0650,Baidoa,Buur Hakaba-1
CCCM-SO2401-0175,Baidoa,Buur Hakaba-2
CCCM-SO2401-0176,Baidoa,Buur Helade
CCCM-SO2401-0177,Baidoa,Buur Heybe
CCCM-SO2401-0178,Baidoa,Buur Iyo Shabelow
CCCM-SO2401-0179,Baidoa,Buur Midowe
CCCM-SO2401-0180,Baidoa,Buurey Manas 2
CCCM-SO2401-0604,Baidoa,Buureyharaaw
CCCM-SO2401-0181,Baidoa,Buurfuule Shibelow
CCCM-SO2401-0667,Baidoa,Buurow Sarmaaned
CCCM-SO2401-0834,Baidoa,Camp Qasaxdheeri
CCCM-SO2401-0668,Baidoa,Cashuuri
CCCM-SO2401-0184,Baidoa,Ceel Dheere
CCCM-SO2401-0835,Baidoa,Ceel Duug
CCCM-SO2401-0836,Baidoa,Ceel Haymi
CCCM-SO2401-0723,Baidoa,Ceel Laxeli
CCCM-SO2401-0185,Baidoa,Ceel Qarar
CCCM-SO2401-0186,Baidoa,Ceelberde 2
CCCM-SO2401-0803,Baidoa,Ceeldhuub
CCCM-SO2401-0187,Baidoa,Cideed Gari
CCCM-SO2401-0703,Baidoa,Coonjir
CCCM-SO2401-0188,Baidoa,Dabolow 1
CCCM-SO2401-0191,Baidoa,Dahaale
CCCM-SO2401-0192,Baidoa,Dakana Diid-1
CCCM-SO2401-0193,Baidoa,Dalandole-2
CCCM-SO2401-0194,Baidoa,Dalandole-3
CCCM-SO2401-0196,Baidoa,Daldaley
CCCM-SO2401-0197,Baidoa,Dambal Caalam
CCCM-SO2401-0198,Baidoa,Danbaley
CCCM-SO2401-0199,Baidoa,Daniya
CCCM-SO2401-0200,Baidoa,Danwadaag
CCCM-SO2401-0669,Baidoa,Darib Bashiir
CCCM-SO2401-0201,Baidoa,Darusalaam-1
CCCM-SO2401-0202,Baidoa,Daryeel
CCCM-SO2401-0837,Baidoa,Daryeel
CCCM-SO2401-0670,Baidoa,Daryel Bulsho
CCCM-SO2401-0204,Baidoa,Da'Udow
CCCM-SO2401-0671,Baidoa,Dayniile
CCCM-SO2401-0838,Baidoa,Dee Wiinay
CCCM-SO2401-0606,Baidoa,Deeb Wiine
CCCM-SO2401-0206,Baidoa,Deeq Alle
CCCM-SO2401-0607,Baidoa,Deg Galoole
CCCM-SO2401-0672,Baidoa,Deg Gomor
CCCM-SO2401-0673,Baidoa,Degamur Bay
CCCM-SO2401-0207,Baidoa,Degdacar
CCCM-SO2401-0839,Baidoa,Dhanfarur
CCCM-SO2401-0208,Baidoa,Dhayal
CCCM-SO2401-0783,Baidoa,Dheriyow
CCCM-SO2401-0724,Baidoa,Dhiila
CCCM-SO2401-0209,Baidoa,Dhinaawe
CCCM-SO2401-0840,Baidoa,Dhumey Hoosle
CCCM-SO2401-0210,Baidoa,Dhur Iyo Qalin
CCCM-SO2401-0675,Baidoa,Dhurshenlow Bari
CCCM-SO2401-0888,Baidoa,Dhuugsoy
CCCM-SO2401-0212,Baidoa,Dini Doog
CCCM-SO2401-0213,Baidoa,Dolow-2
CCCM-SO2401-0214,Baidoa,Dooday
CCCM-SO2401-0593,Baidoa,Doon Dherow
CCCM-SO2401-0608,Baidoa,Doon Waraabi
CCCM-SO2401-0725,Baidoa,Dooriyaanle
CCCM-SO2401-0218,Baidoa,Dooy
CCCM-SO2401-0219,Baidoa,Dooy Gaab 1
CCCM-SO2401-0220,Baidoa,Dooy Gaab 2
CCCM-SO2401-0221,Baidoa,Dooyow Dareerfeyli
CCCM-SO2401-0222,Baidoa,Doy Gaabey
CCCM-SO2401-0223,Baidoa,Dubi Gas
CCCM-SO2401-0224,Baidoa,Duceysane
CCCM-SO2401-0225,Baidoa,Duduma Kale
CCCM-SO2401-0226,Baidoa,Dudumaale
CCCM-SO2401-0228,Baidoa,Dugsiilo-2
CCCM-SO2401-0841,Baidoa,Dugule
CCCM-SO2401-0594,Baidoa,Dujuma
CCCM-SO2401-0230,Baidoa,Dulmediid
CCCM-SO2401-0773,Baidoa,Dulmuruq
CCCM-SO2401-0231,Baidoa,Dusti
CCCM-SO2401-0766,Baidoa,Duugsoy
CCCM-SO2401-0232,Baidoa,Duurey
CCCM-SO2401-0233,Baidoa,Duurey
CCCM-SO2401-0235,Baidoa,Edkiyaal
CCCM-SO2401-0804,Baidoa,Eeg Iyo Ali Mumun
CCCM-SO2401-0767,Baidoa,Eel Lahelow
CCCM-SO2401-0237,Baidoa,Eesow
CCCM-SO2401-0238,Baidoa,Eesow 2
CCCM-SO2401-0239,Baidoa,El Bay 1
CCCM-SO2401-0842,Baidoa,El Garas
CCCM-SO2401-0240,Baidoa,El Heji
CCCM-SO2401-0241,Baidoa,Elbashiir
CCCM-SO2401-0243,Baidoa,Elbay-3
CCCM-SO2401-0244,Baidoa,Elbet-1
CCCM-SO2401-0750,Baidoa,Elboon
CCCM-SO2401-0727,Baidoa,Eleemow
CCCM-SO2401-0182,Baidoa,Eyle
CCCM-SO2401-0248,Baidoa,Faanoole 2
CCCM-SO2401-0249,Baidoa,Fanoole
CCCM-SO2401-0251,Baidoa,Fathu-Rahman
CCCM-SO2401-0632,Baidoa,Fulaay Dheer
CCCM-SO2401-0252,Baidoa,Fuur Ayli
CCCM-SO2401-0751,Baidoa,Gaal Weel
CCCM-SO2401-0843,Baidoa,Gabaa Degsoy
CCCM-SO2401-0255,Baidoa,Gal Gal Weyn 2
CCCM-SO2401-0256,Baidoa,Galgal Onle-2
CCCM-SO2401-0257,Baidoa,Galgal Weyn
CCCM-SO2401-0844,Baidoa,Galol Cadi
CCCM-SO2401-0259,Baidoa,Galooshe
CCCM-SO2401-0260,Baidoa,Galow Gab
CCCM-SO2401-0261,Baidoa,Galuul Sarmaan
CCCM-SO2401-0889,Baidoa,Gantai Gumurti
CCCM-SO2401-0262,Baidoa,Ganugaay
CCCM-SO2401-0263,Baidoa,Garas Goof
CCCM-SO2401-0890,Baidoa,Garas Mintan
CCCM-SO2401-0265,Baidoa,Gardiile 1
CCCM-SO2401-0752,Baidoa,Gareer Fuur Weyn
CCCM-SO2401-0653,Baidoa,Gareeri Yarey
CCCM-SO2401-0267,Baidoa,Gareero Fuur 1
CCCM-SO2401-0269,Baidoa,Garguur 2
CCCM-SO2401-0729,Baidoa,Gawaanow 
CCCM-SO2401-0891,Baidoa,Geed Makaay
CCCM-SO2401-0676,Baidoa,Geed Midow
CCCM-SO2401-0270,Baidoa,Geele
CCCM-SO2401-0845,Baidoa,Gelis
CCCM-SO2401-0271,Baidoa,Gili
CCCM-SO2401-0654,Baidoa,Gobor Hose
CCCM-SO2401-0924,Baidoa,Golay
CCCM-SO2401-0846,Baidoa,Goley 1
CCCM-SO2401-0273,Baidoa,Gololka
CCCM-SO2401-0805,Baidoa,Golool Onle1
CCCM-SO2401-0925,Baidoa,Goloole
CCCM-SO2401-0275,Baidoa,Goob Roon
CCCM-SO2401-0280,Baidoa,Goomir
CCCM-SO2401-0281,Baidoa,Goorinane-1
CCCM-SO2401-0283,Baidoa,Goosate
CCCM-SO2401-0847,Baidoa,Goosey
CCCM-SO2401-0806,Baidoa,Gubti Weyn
CCCM-SO2401-0285,Baidoa,Gurmeysi
CCCM-SO2401-0848,Baidoa,Guru Oy Elbay
CCCM-SO2401-0678,Baidoa,Gurunle
CCCM-SO2401-0286,Baidoa,Guudka
CCCM-SO2401-0288,Baidoa,Guulow Eyle
CCCM-SO2401-0892,Baidoa,Guumisow
CCCM-SO2401-0704,Baidoa,Habar Wanot
CCCM-SO2401-0290,Baidoa,Hafata
CCCM-SO2401-0291,Baidoa,Hafata -3
CCCM-SO2401-0731,Baidoa,Hagar Daba Teeg
CCCM-SO2401-0732,Baidoa,Hagaray 
CCCM-SO2401-0733,Baidoa,Hagarey Hoos Tumaal
CCCM-SO2401-0292,Baidoa,Hagarka Mada Gari
CCCM-SO2401-0294,Baidoa,Hakaba
CCCM-SO2401-0295,Baidoa,Halabay
CCCM-SO2401-0296,Baidoa,Halimey
CCCM-SO2401-0297,Baidoa,Haluul Iyo Hargan
CCCM-SO2401-0298,Baidoa,Hamiin Guurya
CCCM-SO2401-0299,Baidoa,Hanaano1
CCCM-SO2401-0754,Baidoa,Hanana 1
CCCM-SO2401-0301,Baidoa,Hanano 2
CCCM-SO2401-0893,Baidoa,Hareera Boor
CCCM-SO2401-0303,Baidoa,Hareera Jiife
CCCM-SO2401-0849,Baidoa,Hareero Kuud
CCCM-SO2401-0926,Baidoa,Harkufeey
CCCM-SO2401-0705,Baidoa,Harqan
CCCM-SO2401-0304,Baidoa,Harubka Hirow
CCCM-SO2401-0706,Baidoa,Hassan Feisal Duad
CCCM-SO2401-0306,Baidoa,Hassan Muunin
CCCM-SO2401-0307,Baidoa,Hawarwanood
CCCM-SO2401-0807,Baidoa,Hawey Qaramey
CCCM-SO2401-0850,Baidoa,Hidigi Bariirow
CCCM-SO2401-0894,Baidoa,Hiisole
CCCM-SO2401-0309,Baidoa,Hilaac 1
CCCM-SO2401-0895,Baidoa,Hinshi Roole
CCCM-SO2401-0312,Baidoa,Hiyaado Weyn
CCCM-SO2401-0314,Baidoa,Hiyado Yarey
CCCM-SO2401-0317,Baidoa,Hoobisoole
CCCM-SO2401-0612,Baidoa,Hoogar I Maandow
CCCM-SO2401-0319,Baidoa,Horseed-1
CCCM-SO2401-0320,Baidoa,Howlaha Guud Berdaale
CCCM-SO2401-0322,Baidoa,Idaale Janaay
CCCM-SO2401-0323,Baidoa,Idaale-1
CCCM-SO2401-0808,Baidoa,Ideed Koblee
CCCM-SO2401-0896,Baidoa,Ideedlow
CCCM-SO2401-0326,Baidoa,Idin Alle
CCCM-SO2401-0327,Baidoa,Ifo Bay-1
CCCM-SO2401-0328,Baidoa,Ifo Bay-2
CCCM-SO2401-0329,Baidoa,Iil Gudow
CCCM-SO2401-0330,Baidoa,Iltire
CCCM-SO2401-0331,Baidoa,Imillow 1
CCCM-SO2401-0332,Baidoa,Indhoolayaasha Nicmoole
CCCM-SO2401-0333,Baidoa,Iri Roog
CCCM-SO2401-0334,Baidoa,Iri Roog Win
CCCM-SO2401-0335,Baidoa,Isbile
CCCM-SO2401-0336,Baidoa,Isdhowrta
CCCM-SO2401-0774,Baidoa,Isduugte
CCCM-SO2401-0337,Baidoa,Iskari
CCCM-SO2401-0339,Baidoa,Istanbul
CCCM-SO2401-0340,Baidoa,Jakaton
CCCM-SO2401-0897,Baidoa,Janaale
CCCM-SO2401-0342,Baidoa,Jawari
CCCM-SO2401-0343,Baidoa,Jeelow
CCCM-SO2401-0344,Baidoa,Jiidow
CCCM-SO2401-0345,Baidoa,Jiidow Bakool
CCCM-SO2401-0769,Baidoa,Jiif Dheere
CCCM-SO2401-0346,Baidoa,Jiinaay Burukle
CCCM-SO2401-0898,Baidoa,Jiira Madsheeq
CCCM-SO2401-0613,Baidoa,Jinay Wardiile
CCCM-SO2401-0348,Baidoa,Jinay-3
CCCM-SO2401-0349,Baidoa,Jubada Dhaxe
CCCM-SO2401-0851,Baidoa,Jubada Dhexe 2
CCCM-SO2401-0351,Baidoa,Juurow
CCCM-SO2401-0352,Baidoa,Kaalimey 1
CCCM-SO2401-0353,Baidoa,Kaalkaal
CCCM-SO2401-0899,Baidoa,Kaayow Iyo Ay Kiin Tuuri
CCCM-SO2401-0355,Baidoa,Kadhalan
CCCM-SO2401-0356,Baidoa,Kaine
CCCM-SO2401-0358,Baidoa,Kalow
CCCM-SO2401-0360,Baidoa,Karaaw Dheere
CCCM-SO2401-0900,Baidoa,Kashiidow
CCCM-SO2401-0596,Baidoa,Kaysineey
CCCM-SO2401-0361,Baidoa,Keerow Malaagdi
CCCM-SO2401-0362,Baidoa,Keerow Margan 2
CCCM-SO2401-0363,Baidoa,Kerow Margan
CCCM-SO2401-0852,Baidoa,Kibirow
CCCM-SO2401-0364,Baidoa,Kidhikooy
CCCM-SO2401-0365,Baidoa,Koban Dheere
CCCM-SO2401-0366,Baidoa,Koban Dheere-2
CCCM-SO2401-0788,Baidoa,Koobabe
CCCM-SO2401-0775,Baidoa,Kooney
CCCM-SO2401-0755,Baidoa,Korjarte
CCCM-SO2401-0370,Baidoa,Kormari-2
CCCM-SO2401-0853,Baidoa,Koron Koor
CCCM-SO2401-0371,Baidoa,Kulmiye
CCCM-SO2401-0372,Baidoa,Kulmiye
CCCM-SO2401-0373,Baidoa,Kulmiye
CCCM-SO2401-0374,Baidoa,Kulmiye Kabey
CCCM-SO2401-0375,Baidoa,Kurmaan
CCCM-SO2401-0377,Baidoa,Kurtumaley
CCCM-SO2401-0378,Baidoa,Kurtun
CCCM-SO2401-0927,Baidoa,Kuudow
CCCM-SO2401-0854,Baidoa,Lascaanod
CCCM-SO2401-0655,Baidoa,Leeb Edi
CCCM-SO2401-0656,Baidoa,Lewiiley
CCCM-SO2401-0383,Baidoa,Liban
CCCM-SO2401-0384,Baidoa,Liibaan-1
CCCM-SO2401-0385,Baidoa,Loojar Wiine
CCCM-SO2401-0386,Baidoa,Loojele
CCCM-SO2401-0928,Baidoa,Lowforaar
CCCM-SO2401-0809,Baidoa,Lowguule
CCCM-SO2401-0388,Baidoa,Lowi Iskirogow 1
CCCM-SO2401-0735,Baidoa,Lowiley Aliyow Rooble 
CCCM-SO2401-0855,Baidoa,Lowo Heed
CCCM-SO2401-0389,Baidoa,Lowraar
CCCM-SO2401-0736,Baidoa,Maadow Abdi Roobow
CCCM-SO2401-0390,Baidoa,Mabarak
CCCM-SO2401-0391,Baidoa,Macaney
CCCM-SO2401-0856,Baidoa,Mada Hool
CCCM-SO2401-0392,Baidoa,Madaraan Degeen
CCCM-SO2401-0615,Baidoa,Madawarabe
CCCM-SO2401-0394,Baidoa,Madhayta
CCCM-SO2401-0396,Baidoa,Mahad Alle-1
CCCM-SO2401-0397,Baidoa,Mahad Alle-2
CCCM-SO2401-0901,Baidoa,Mahad Alle-3
CCCM-SO2401-0398,Baidoa,Maka Dhagoole-1
CCCM-SO2401-0857,Baidoa,Makiiney
CCCM-SO2401-0399,Baidoa,Makoon
CCCM-SO2401-0657,Baidoa,Makuudi
CCCM-SO2401-0929,Baidoa,Mala Layle
CCCM-SO2401-0737,Baidoa,Malkaay
CCCM-SO2401-0858,Baidoa,Malko Guurow
CCCM-SO2401-0930,Baidoa,Malmale
CCCM-SO2401-0403,Baidoa,Marayla1
CCCM-SO2401-0859,Baidoa,Masalaay
CCCM-SO2401-0404,Baidoa,Masiirka
CCCM-SO2401-0405,Baidoa,Matalimiin
CCCM-SO2401-0931,Baidoa,Mayaw
CCCM-SO2401-0776,Baidoa,Maykoo Guraw
CCCM-SO2401-0406,Baidoa,Mayqoonsiti
CCCM-SO2401-0408,Baidoa,Midnimo
CCCM-SO2401-0636,Baidoa,Midnimo
CCCM-SO2401-0411,Baidoa,Minfuray
CCCM-SO2401-0413,Baidoa,Mitaano Ween
CCCM-SO2401-0684,Baidoa,Modamoode 
CCCM-SO2401-0415,Baidoa,Mogor Iyo Mayow-1
CCCM-SO2401-0416,Baidoa,Mogor Iyo Mayow-2
CCCM-SO2401-0902,Baidoa,Molomaad Wiine
CCCM-SO2401-0417,Baidoa,Moora Gabey
CCCM-SO2401-0777,Baidoa,Moorabus
CCCM-SO2401-0903,Baidoa,Moori Dhir
CCCM-SO2401-0758,Baidoa,Moori Fuur
CCCM-SO2401-0418,Baidoa,Moori Gowaan
CCCM-SO2401-0685,Baidoa,Mora Fuur
CCCM-SO2401-0860,Baidoa,Mowkubow
CCCM-SO2401-0932,Baidoa,Mubarak Wadajir
CCCM-SO2401-0420,Baidoa,Mubark Yarey
CCCM-SO2401-0422,Baidoa,Mudug
CCCM-SO2401-0424,Baidoa,Mulombe
CCCM-SO2401-0425,Baidoa,Mursal
CCCM-SO2401-0933,Baidoa,Mururug
CCCM-SO2401-0738,Baidoa,Mururuk Oflow 
CCCM-SO2401-0934,Baidoa,Mushka
CCCM-SO2401-0426,Baidoa,Naharis
CCCM-SO2401-0428,Baidoa,Nasib
CCCM-SO2401-0429,Baidoa,Nasib Wanag 2
CCCM-SO2401-0616,Baidoa,Nasiib
CCCM-SO2401-0431,Baidoa,Nasiib Wanag 1
CCCM-SO2401-0904,Baidoa,Nimcoole
CCCM-SO2401-0433,Baidoa,Omane
CCCM-SO2401-0861,Baidoa,Oori
CCCM-SO2401-0434,Baidoa,Osbole
CCCM-SO2401-0435,Baidoa,Qaboobe
CCCM-SO2401-0436,Baidoa,Qamarey
CCCM-SO2401-0438,Baidoa,Qarimey
CCCM-SO2401-0440,Baidoa,Qasab 2
CCCM-SO2401-0689,Baidoa,Qasadhere2
CCCM-SO2401-0935,Baidoa,Qasi Sheeb
CCCM-SO2401-0936,Baidoa,Qasibileer
CCCM-SO2401-0739,Baidoa,Qaydar Edi
CCCM-SO2401-0441,Baidoa,Qod Qode
CCCM-SO2401-0442,Baidoa,Qoriile
CCCM-SO2401-0905,Baidoa,Qudow Wiini
CCCM-SO2401-0937,Baidoa,Qulay
CCCM-SO2401-0443,Baidoa,Quracle
CCCM-SO2401-0444,Baidoa,Raama Cadey
CCCM-SO2401-0862,Baidoa,Raama Dhowey
CCCM-SO2401-0446,Baidoa,Raardawo
CCCM-SO2401-0447,Baidoa,Raaso
CCCM-SO2401-0448,Baidoa,Raaxoole
CCCM-SO2401-0450,Baidoa,Ramadaan 1
CCCM-SO2401-0451,Baidoa,Ramadaan 2
CCCM-SO2401-0452,Baidoa,Raydabale
CCCM-SO2401-0453,Baidoa,Raydabo
CCCM-SO2401-0455,Baidoa,Reydab Qandhole
CCCM-SO2401-0456,Baidoa,Reydabale
CCCM-SO2401-0460,Baidoa,Roboy Gaduuda
CCCM-SO2401-0461,Baidoa,Rojo
CCCM-SO2401-0462,Baidoa,Roob Da'Ay
CCCM-SO2401-0863,Baidoa,Rooble Kuudow
CCCM-SO2401-0740,Baidoa,Sabeedow
CCCM-SO2401-0464,Baidoa,Safar  Nooley
CCCM-SO2401-0465,Baidoa,Sagam
CCCM-SO2401-0864,Baidoa,Salaan Feyli
CCCM-SO2401-0469,Baidoa,Salamey Idaale
CCCM-SO2401-0472,Baidoa,Sarman Dheer
CCCM-SO2401-0473,Baidoa,Sarman Weyn
CCCM-SO2401-0474,Baidoa,Sarman-2
CCCM-SO2401-0476,Baidoa,Sedax Buurow
CCCM-SO2401-0477,Baidoa,Seydheelow 
CCCM-SO2401-0478,Baidoa,Shabeele Morwarabe
CCCM-SO2401-0479,Baidoa,Shabeelow
CCCM-SO2401-0480,Baidoa,Shabeelow Bay
CCCM-SO2401-0660,Baidoa,Shanta
CCCM-SO2401-0481,Baidoa,Shantar Hoobishole
CCCM-SO2401-0483,Baidoa,Shiid Bileer
CCCM-SO2401-0906,Baidoa,Shiidmidow
CCCM-SO2401-0865,Baidoa,Shiniyow
CCCM-SO2401-0486,Baidoa,Siigadheere-2
CCCM-SO2401-0487,Baidoa,Siinay
CCCM-SO2401-0907,Baidoa,Siinay2
CCCM-SO2401-0489,Baidoa,Sinan
CCCM-SO2401-0866,Baidoa,Sisma Alle
CCCM-SO2401-0741,Baidoa,Soorante
