idp_code,district_name,IDP_Site
CCCM-2022(U)-SO220117-192,Khada,Nasteex
CCCM-2022(U)-SO220116-741,Dayniile,Nawjaxan
CCCM-2022(U)-SO220117-193,Khada,New Iskaashi
CCCM-2022(U)-SO220116-368,Dayniile,Nimaan
CCCM-2022(U)-SO220117-194,Khada,Ni'Matu Rabi
CCCM-2022(U)-SO220116-742,Dayniile,Nimcan
CCCM-2022(U)-SO220116-743,Dayniile,Nuur Cala Nuur
CCCM-2022(U)-SO220117-195,Khada,Nuuro2
CCCM-2022(U)-SO220117-196,Khada,Omardoon
CCCM-SO220109-0009,Cabdulasiis,Onkod / Onod
CCCM-2022(U)-SO220116-744,Dayniile,Oromada
CCCM-2022(U)-SO220117-197,Khada,Oskashato
CCCM-2022(U)-SO220116-745,Dayniile,Osob
CCCM-2022(U)-SO220117-198,Khada,Owbaale
CCCM-2022(U)-SO220116-746,Dayniile,Owdhegle
CCCM-2022(U)-SO220117-199,Khada,Owqarow
CCCM-2022(U)-SO220116-747,Dayniile,Qaboobe
CCCM-2022(U)-SO220116-748,Dayniile,Qaboow
CCCM-2022(U)-SO220116-369,Dayniile,Qajaar
CCCM-2022(U)-SO220116-370,Dayniile,Qalaafo
CCCM-SO220105-0046,Hodan,Qalamow
CCCM-2022(U)-SO220116-749,Dayniile,Qali
CCCM-2022(U)-SO220116-750,Dayniile,Qariib
CCCM-2022(U)-SO220116-751,Dayniile,Qawoowe2
CCCM-2022(U)-SO220116-752,Dayniile,Qeyr Qabo
CCCM-SO220114-0024,Dharkenley,Qoryooleey
CCCM-SO220106-0012,Wardhigley,Qoryooley / Rabi Tuug / Rabtug / Rabbi Tuuk
CCCM-2022(U)-SO220116-753,Dayniile,Qoslaaye
CCCM-2022(U)-SO220116-754,Dayniile,Qulqul
CCCM-2022(U)-SO220117-200,Khada,Qulunqul
CCCM-2022(U)-SO220117-201,Khada,Qurac Jomo
CCCM-2022(U)-SO220116-371,Dayniile,Raage Ceel
CCCM-2022(U)-SO220116-372,Dayniile,Raage Ceele
CCCM-2022(U)-SO220116-755,Dayniile,Raage Ceele
CCCM-2022(U)-SO220116-756,Dayniile,Raamo Kulow
CCCM-2022(U)-SO220116-757,Dayniile,Rabaale
CCCM-SO220105-0047,Hodan,Rabbi Salli / Rabbi Sali
CCCM-2022(U)-SO220116-373,Dayniile,Rabi Suge
CCCM-2022(U)-SO220117-202,Khada,Rabi Tuug
CCCM-2022(U)-SO220116-758,Dayniile,Rabi Yasir
CCCM-2022(U)-SO220116-374,Dayniile,Rabi Yasir 1
CCCM-2022(U)-SO220116-759,Dayniile,Rabiile
CCCM-2022(U)-SO220116-760,Dayniile,Rabisuge
CCCM-2022(U)-SO220116-761,Dayniile,Rabisuge2
CCCM-2022(U)-SO220116-375,Dayniile,Rabiyasir
CCCM-2022(U)-SO220116-762,Dayniile,Rada
CCCM-2022(U)-SO220116-763,Dayniile,Rado
CCCM-2022(U)-SO220116-764,Dayniile,Raga Celle
CCCM-2022(U)-SO220117-203,Khada,Raha
CCCM-2022(U)-SO220117-204,Khada,Rahmad Rabbi
CCCM-2022(U)-SO220116-765,Dayniile,Rahmo
CCCM-SO220105-0048,Hodan,Rajo
CCCM-SO220113-0017,Wadajir,Rajo
CCCM-2022(U)-SO220116-376,Dayniile,Rajo Suge
CCCM-2022(U)-SO220116-377,Dayniile,Rajo Wanaag
CCCM-2022(U)-SO220117-205,Khada,Rajo Wanag1
CCCM-2022(U)-SO220116-766,Dayniile,Ramaas
CCCM-2022(U)-SO220116-767,Dayniile,Ramadan
CCCM-2022(U)-SO220116-768,Dayniile,Rasmi
CCCM-2022(U)-SO220117-206,Khada,Reebaay
CCCM-SO220105-0049,Hodan,Reeboy
CCCM-2022(U)-SO220117-207,Khada,Reys Barwaaqo
CCCM-2022(U)-SO220117-208,Khada,Rooble
CCCM-2022(U)-SO220117-209,Khada,Rowdo Duniya
CCCM-2022(U)-SO220117-210,Khada,Ruqiya Hassan Dhobow
CCCM-2022(U)-SO220116-770,Dayniile,Ruumi Good
CCCM-2022(U)-SO220116-771,Dayniile,Ruun Aduunyo
CCCM-2022(U)-SO220116-772,Dayniile,Ruuxaanta
CCCM-SO1101-0001,Borama,Boon
CCCM-SO1101-0004,Borama,Dhafaruurta
CCCM-SO1101-0005,Borama,Faarax Yood
CCCM-SO1101-0007,Borama,Hayayaabe
CCCM-SO1101-0008,Borama,Laas Dhiig
CCCM-SO1101-0009,Borama,Qulujeed
CCCM-SO1101-0010,Borama,Sheekh Cismaan
CCCM-SO1101-0011,Borama,Site Waber Ama Site Hadi
CCCM-SO1102-0001,Baki,Aasiyaan
CCCM-SO1102-0002,Baki,Cabdi Geedi
CCCM-SO1102-0008,Baki,Old Baki
CCCM-SO1102-0009,Baki,Osoli
CCCM-SO1102-0011,Baki,Qurux
CCCM-SO1102-0012,Baki,Sheed Dheer
CCCM-SO1102-0014,Baki,Tuurka
CCCM-SO1103-0001,Lughaye,Duqaarayte
CCCM-SO1103-0002,Lughaye,Garaaca
CCCM-SO1103-0003,Lughaye,Gargaara
CCCM-SO1103-0004,Lughaye,Geerisa
CCCM-SO1103-0005,Lughaye,Ido Cadays
CCCM-SO1103-0006,Lughaye,Karuure
CCCM-SO1103-0007,Lughaye,Kilowle
CCCM-SO1103-0008,Lughaye,Xajiinle
CCCM-SO1104-0001,Zeylac,Caasha Cado
CCCM-SO1104-0002,Zeylac,Geed Haad
CCCM-SO1104-0003,Zeylac,Habaas
CCCM-SO1104-0004,Zeylac,Jidhi
CCCM-SO1104-0005,Zeylac,Xariirad
CCCM-SO1201-0002,Hargeysa,Ayax 1 / Ayax
CCCM-SO1201-0003,Hargeysa,Ayax 1B
CCCM-SO1201-0004,Hargeysa,Ayax 2
CCCM-SO1201-0005,Hargeysa,Ayax 3 / Ayah Three
CCCM-SO1201-0006,Hargeysa,Ayax 3B
CCCM-SO1201-0007,Hargeysa,Ayax 4
CCCM-SO1201-0008,Hargeysa,Barasame / Baro Samo
CCCM-SO1201-0009,Hargeysa,Boodaale
CCCM-SO1201-0010,Hargeysa,Daami A
CCCM-SO1201-0011,Hargeysa,Daami B
CCCM-SO1201-0012,Hargeysa,Digaale
CCCM-SO1201-0013,Hargeysa,Hawd
CCCM-SO1201-0014,Hargeysa,Jimcaale
CCCM-SO1201-0017,Hargeysa,Malawle
CCCM-SO1201-0018,Hargeysa,Mandheera 1
CCCM-SO1201-0019,Hargeysa,Mandheera 2
CCCM-SO1201-0020,Hargeysa,Maxamed Mooge A
CCCM-SO1201-0021,Hargeysa,Maxamed Mooge B / Mohamed Mooge B
CCCM-SO1201-0022,Hargeysa,Naasahablood A / Naaso_Hablood
CCCM-SO1201-0023,Hargeysa,Naasahablood B / Naasa Hablood B
CCCM-SO1201-0026,Hargeysa,Qalax
CCCM-SO1201-0027,Hargeysa,Road 200 / 200
CCCM-SO1201-0028,Hargeysa,Salaxley
CCCM-SO1201-0029,Hargeysa,Stadium / Stadium Ka
CCCM-SO1201-0030,Hargeysa,State House
CCCM-SO1202-0004,Berbera,Magaalo Cad
CCCM-SO1202-0007,Berbera,Xabaalo Tumaalod
CCCM-SO1301-0001,Burco,18 May A (Kurlibaax)
CCCM-SO1301-0002,Burco,Adan Saleebaan
CCCM-SO1301-0004,Burco,Ali Xuseen
CCCM-SO1301-0005,Burco,Alla Aamin
CCCM-SO1301-0007,Burco,Barwaaqo B
CCCM-SO1301-0010,Burco,Gabagabo
CCCM-SO1301-0011,Burco,Guryasamo
CCCM-SO1301-0013,Burco,Habaaswayn
CCCM-SO1301-0014,Burco,Jamecada Caynashe
CCCM-SO1301-0015,Burco,Barwaaqo
CCCM-SO1301-0016,Burco,Koosaar
CCCM-SO1301-0018,Burco,Nabad Iyo Nasiye
CCCM-SO1301-0020,Burco,Samir Iyo Iiman
CCCM-SO1301-0021,Burco,Unuunlay
CCCM-SO1301-0022,Burco,Waraabeye
CCCM-SO1301-0024,Burco,Xayri Ali
CCCM-SO1302-0001,Buuhoodle,Balidocol
CCCM-SO1302-0002,Buuhoodle,Darasalaam
CCCM-SO1302-0004,Buuhoodle,Dhilaalo
CCCM-SO1302-0006,Buuhoodle,Galooley
CCCM-SO1302-0007,Buuhoodle,Gocondhaale
CCCM-SO1302-0008,Buuhoodle,Goljano
CCCM-SO1302-0009,Buuhoodle,Horufadhi
CCCM-SO1302-0010,Buuhoodle,Kaarto Habreed
CCCM-SO1302-0012,Buuhoodle,Maroodijeex
CCCM-SO1302-0013,Buuhoodle,Meygaagle
CCCM-SO1302-0016,Buuhoodle,Shangale
CCCM-SO1302-0017,Buuhoodle,Tog Barwaaqo
CCCM-SO1302-0022,Buuhoodle,Riiga Faarax Buray
CCCM-SO1302-0023,Buuhoodle,Xadhaadhan
CCCM-SO1302-0024,Buuhoodle,Xarunta Xerta Buhodle
CCCM-SO1303-0002,Owdweyne,Balli Yuusuf
CCCM-SO1303-0004,Owdweyne,Cabane Maxamuud / Maxamuud Cabane
CCCM-SO1303-0005,Owdweyne,Cabdi Faarax
CCCM-SO1303-0006,Owdweyne,Cali Cawad
CCCM-SO1303-0007,Owdweyne,Cawaale Aadan
CCCM-SO1303-0009,Owdweyne,Dhooba Wayne / Dhooba-Wayne
CCCM-SO1303-0010,Owdweyne,Girni
CCCM-SO1303-0011,Owdweyne,Gocondhaale
CCCM-SO1303-0015,Owdweyne,Khaatumo / Raydal Khaatumo
CCCM-SO1303-0016,Owdweyne,Qunyar Dega / Hawlwadaag/ Qunyar Dega
CCCM-SO1303-0017,Owdweyne,Xaaji Saalax A
CCCM-SO1303-0018,Owdweyne,Xaaji Saalax B
CCCM-SO1303-0019,Owdweyne,Xafad Somal / Xaafad Soomaal
CCCM-SO1304-0001,Sheikh,Beeyo Macaan
CCCM-SO1304-0004,Sheikh,Gidhays
CCCM-SO1304-0005,Sheikh,Kulmiye
CCCM-SO1401-0001,Laas Caanood,Afgooye
CCCM-SO1401-0002,Laas Caanood,Canjiid
CCCM-SO1401-0004,Laas Caanood,Daami
CCCM-SO1401-0005,Laas Caanood,Dhaxag Iskuro / Dhagax Iskaraw / Dhagax Isgura
CCCM-SO1401-0006,Laas Caanood,Gambadha
CCCM-SO1401-0007,Laas Caanood,Higlo Fiqi
CCCM-SO1401-0008,Laas Caanood,Kabaalka Xargaga
CCCM-SO1401-0009,Laas Caanood,Qabribayax
CCCM-SO1401-0010,Laas Caanood,Qaydarka
CCCM-SO1401-0011,Laas Caanood,Shululux
CCCM-SO1401-0012,Laas Caanood,Tuulo Samo Kaab
CCCM-SO1401-0013,Laas Caanood,Yeyle / Dan-Wadaag
CCCM-SO1401-0014,Laas Caanood,Boarding Kalabaydh
CCCM-SO1401-0015,Laas Caanood,Baraan Primary School
CCCM-SO1401-0016,Laas Caanood,Dawlada Hoose Kalabaydh
CCCM-SO1401-0017,Laas Caanood,Ibnu Cabaas Kalabaydh
CCCM-SO1401-0018,Laas Caanood,Kalabaydh Sacendray School
CCCM-SO1401-0019,Laas Caanood,Dan
CCCM-SO1401-0020,Laas Caanood,Qoriley
CCCM-SO1401-0021,Laas Caanood,Falaydhyaale 
CCCM-SO1401-0022,Laas Caanood,Godqaboobe
CCCM-SO1401-0023,Laas Caanood,Karin Karfood
CCCM-SO1401-0024,Laas Caanood,Karin Dabaylwayn
CCCM-SO1401-0025,Laas Caanood,Boocame
CCCM-SO1402-0001,Caynabo,Aamusoo Dhuuq
CCCM-SO1402-0002,Caynabo,Cawaale
CCCM-SO1402-0003,Caynabo,Caynaba A
CCCM-SO1402-0004,Caynabo,Caynaba B
CCCM-SO1402-0005,Caynabo,Dhanaano
CCCM-SO1402-0006,Caynabo,God Dhuub
CCCM-SO1402-0007,Caynabo,Guumays
CCCM-SO1402-0008,Caynabo,Taygara
CCCM-SO1402-0009,Caynabo,Yamayska
CCCM-SO1404-0003,Xudun,Darayo Geeso Wayn
CCCM-SO1404-0007,Xudun,Siiga Dheer
CCCM-SO1404-0008,Xudun,Wakxin
CCCM-SO1404-0009,Xudun,Xudun/ Shacab / Xudun/Shacab
CCCM-SO1404-0010,Xudun,Gorofleey
CCCM-SO1501-0001,Ceerigaabo,Bendersamo / Guryasamo / Goryosamo
CCCM-SO1501-0002,Ceerigaabo,Booda Cadde
CCCM-SO1501-0003,Ceerigaabo,Caydhaha
CCCM-SO1501-0004,Ceerigaabo,Dararwayne
CCCM-SO1501-0005,Ceerigaabo,Darasalam / Darasalaam
CCCM-SO1501-0006,Ceerigaabo,Dhanaha
CCCM-SO1501-0007,Ceerigaabo,Guryasamo / Dayacan / Xafad Somal
CCCM-SO1501-0008,Ceerigaabo,Guryasamo / Weylosidka
CCCM-SO1501-0009,Ceerigaabo,Jiicanyo
CCCM-SO1501-0010,Ceerigaabo,Shimbiraale
CCCM-SO1501-0011,Ceerigaabo,Waridaad
CCCM-SO1501-0012,Ceerigaabo,Xafad Somali / Guryasamo / Xafad Somal
CCCM-SO1502-0001,Ceel Afweyn,Buurdhuubo
CCCM-SO1502-0002,Ceel Afweyn,Ceel Midgaan
CCCM-SO1502-0003,Ceel Afweyn,Fadhi Gaab / Fadhigaab
CCCM-SO1502-0004,Ceel Afweyn,Gal Ciidle
CCCM-SO1502-0005,Ceel Afweyn,Karasharka
CCCM-SO1502-0006,Ceel Afweyn,Mijo Maqarshe
CCCM-SO1502-0007,Ceel Afweyn,Wargumbi
CCCM-SO1503-0001,Laasqoray,Af Damal Haad
CCCM-SO1503-0002,Laasqoray,Bilcil
CCCM-SO1503-0003,Laasqoray,Caarshe
CCCM-SO1503-0004,Laasqoray,Ceelahelay / Ceel Lahelay / Ceel-Lahelay
CCCM-SO1503-0005,Laasqoray,Dildishe / Dildishi
CCCM-SO1503-0006,Laasqoray,Gumar
CCCM-SO1503-0007,Laasqoray,Laako
CCCM-SO1503-0008,Laasqoray,Laas Macaan
CCCM-SO1503-0009,Laasqoray,Manaa
CCCM-SO1503-0010,Laasqoray,Shacabka
CCCM-SO1503-0011,Laasqoray,Xubeera
CCCM-SO1503-0012,Laasqoray,Xubera / Higlo Deero
CCCM-SO1601-0001,Bossaso,100 Buush
CCCM-SO1601-0002,Bossaso,Absame
CCCM-SO1601-0003,Bossaso,Ajuuraan
CCCM-SO1601-0004,Bossaso,Al-Khayr
CCCM-SO1601-0005,Bossaso,Banaadir
CCCM-SO1601-0006,Bossaso,Barwaqo
CCCM-SO1601-0007,Bossaso,Baxaya
CCCM-SO1601-0008,Bossaso,Biyo Kulule
CCCM-SO1601-0009,Bossaso,Buula Eeley
CCCM-SO1601-0010,Bossaso,Buulo Mingis
CCCM-SO1601-0011,Bossaso,Buurgaabo
CCCM-SO1601-0012,Bossaso,Farjano
CCCM-SO1601-0013,Bossaso,New Biyo Kulule
CCCM-SO1601-0014,Bossaso,Raf Iyo Raaxo
CCCM-SO1601-0015,Bossaso,Saylada Xoolaha
CCCM-SO1601-0016,Bossaso,Shabeelle
CCCM-SO1601-0017,Bossaso,Shirkow
CCCM-SO1601-0018,Bossaso,Suweyto
CCCM-SO1601-0019,Bossaso,Tawakal
CCCM-SO1601-0020,Bossaso,Tawakal (Armo)
CCCM-SO1601-0021,Bossaso,Tuurjaale
CCCM-SO1601-0022,Bossaso,Waaberi
CCCM-SO1601-0023,Bossaso,Wadajir
CCCM-SO1601-0024,Bossaso,Xaadoole
CCCM-SO1601-0025,Bossaso,Xafatu Carab
CCCM-SO1606-0001,Qardho,Harmuud
CCCM-SO1606-0002,Qardho,New
CCCM-SO1606-0003,Qardho,Ayaan
CCCM-SO1606-0004,Qardho,Jamacada
CCCM-SO1606-0005,Qardho,Shabeele
CCCM-SO1606-0006,Qardho,Buula Qodax
CCCM-SO1606-0007,Qardho,Xorgoble
CCCM-SO1606-0008,Qardho,Tawakal
CCCM-SO1606-0009,Qardho,Faay
CCCM-SO1606-0010,Qardho,Warsan
CCCM-SO1606-0011,Qardho,Shimbiraale
CCCM-SO1606-0012,Qardho,Garaash
CCCM-SO1701-0001,Garoowe,Al Amin
CCCM-SO1701-0002,Garoowe,Alkhayraat
CCCM-SO1701-0003,Garoowe,Allawakiil
CCCM-SO1701-0004,Garoowe,Banaadir
CCCM-SO1701-0005,Garoowe,Jilab 3
CCCM-SO1701-0006,Garoowe,Jilab 4
CCCM-SO1701-0007,Garoowe,Jilab 5
CCCM-SO1701-0008,Garoowe,Jilab 6
CCCM-SO1701-0009,Garoowe,Jowle 2
CCCM-SO1701-0010,Garoowe,Camp 1
CCCM-SO1701-0011,Garoowe,Camp 4
CCCM-SO1701-0012,Garoowe,Ajuuran
CCCM-SO1701-0013,Garoowe,Buundo
CCCM-SO1701-0014,Garoowe,Hiiraan
CCCM-SO1701-0015,Garoowe,Marko
CCCM-SO1701-0016,Garoowe,Siliga
CCCM-SO1701-0017,Garoowe,Waaberi
CCCM-SO1701-0018,Garoowe,Yaman
CCCM-SO1701-0019,Garoowe,Kaamka Jiingadda
CCCM-SO1701-0020,Garoowe,Kaamka Riiga
CCCM-SO1701-0021,Garoowe,Laan Cali Firin
CCCM-SO1701-0022,Garoowe,Lafo Barkato
CCCM-SO1701-0023,Garoowe,Muuse Rootile
CCCM-SO1701-0024,Garoowe,Shabeelle
CCCM-SO1701-0025,Garoowe,Tawakal
CCCM-SO1702-0001,Burtinle,Barwaaqo
CCCM-SO1702-0002,Burtinle,Kalkaal 1
CCCM-SO1702-0003,Burtinle,Kalkaal2 / Kalkaal 2
CCCM-SO1702-0004,Burtinle,Ladan
CCCM-SO1801-0001,Gaalkacyo,Afarta Kaare
CCCM-SO1801-0002,Gaalkacyo,Al Nasiib 1
CCCM-SO1801-0003,Gaalkacyo,Alanley
CCCM-SO1801-0004,Gaalkacyo,Alcadaala
CCCM-SO1801-0005,Gaalkacyo,Alkharash
CCCM-SO1801-0006,Gaalkacyo,Alla'Aamin 1
CCCM-SO1801-0007,Gaalkacyo,Alla'Aamin 2
CCCM-SO1801-0008,Gaalkacyo,Arafat
CCCM-SO1801-0009,Gaalkacyo,Ayah
CCCM-SO1801-0010,Gaalkacyo,Baantu 1
CCCM-SO1801-0011,Gaalkacyo,Baantu 2
CCCM-SO1801-0012,Gaalkacyo,Badbaado
CCCM-SO1801-0015,Gaalkacyo,Baxsan 1
CCCM-SO1801-0016,Gaalkacyo,Baxsan 2
CCCM-SO1801-0013,Gaalkacyo,Bakool Sare
CCCM-SO1801-0020,Gaalkacyo,Buulo Ajuuran
CCCM-SO1801-0023,Gaalkacyo,Buulo Bishaaro
CCCM-SO1801-0014,Gaalkacyo,Barwaqo
CCCM-SO1801-0025,Gaalkacyo,Buulonooto
CCCM-SO1801-0026,Gaalkacyo,Sahal
CCCM-SO1801-0027,Gaalkacyo,Ceel Gaab
CCCM-SO1801-0028,Gaalkacyo,Ceel Gaab 2
CCCM-SO1801-0029,Gaalkacyo,Ciise
CCCM-SO1801-0031,Gaalkacyo,Danyar
CCCM-SO1801-0019,Gaalkacyo,Buulo Agoon
CCCM-SO1801-0032,Gaalkacyo,Daryeel
CCCM-SO1801-0034,Gaalkacyo,Deegan
CCCM-SO1801-0118,Gaalkacyo,Buulo Bacleey
CCCM-SO1801-0022,Gaalkacyo,Buulo Bidaar
CCCM-SO1801-0035,Gaalkacyo,Dooxa Mudugs
CCCM-SO1801-0024,Gaalkacyo,Buulo Kontrool
CCCM-SO1801-0036,Gaalkacyo,Gaas
CCCM-SO1801-0037,Gaalkacyo,Galad
CCCM-SO1801-0038,Gaalkacyo,Gargaar
CCCM-SO1801-0039,Gaalkacyo,Gurmad
CCCM-SO1801-0040,Gaalkacyo,Guuleed
CCCM-SO1801-0041,Gaalkacyo,Hanano
CCCM-SO1801-0042,Gaalkacyo,Hayaan Bacadweyn
CCCM-SO1801-0030,Gaalkacyo,Danwadag
CCCM-SO1801-0043,Gaalkacyo,Hayan
CCCM-SO1801-0044,Gaalkacyo,Hilaal Yaman
CCCM-SO1801-0033,Gaalkacyo,Dayax 1
CCCM-SO1801-0046,Gaalkacyo,Hiraan 1
CCCM-SO1801-0047,Gaalkacyo,Hiraan 2
CCCM-SO1801-0119,Gaalkacyo,Farxaan
CCCM-SO1801-0048,Gaalkacyo,Hiraan 3
CCCM-SO1801-0049,Gaalkacyo,Hiraan 4
CCCM-SO1801-0050,Gaalkacyo,Horseed
CCCM-SO1801-0052,Gaalkacyo,Isxaaq
CCCM-SO1801-0053,Gaalkacyo,Janale
CCCM-SO1801-0054,Gaalkacyo,Kulan
CCCM-SO1801-0058,Gaalkacyo,Kulmiye
CCCM-SO1801-0120,Gaalkacyo,Halabokhad
CCCM-SO1801-0059,Gaalkacyo,Liibaan
CCCM-SO1801-0062,Gaalkacyo,Mahad Alle
CCCM-SO1801-0063,Gaalkacyo,Mahaday
CCCM-SO1801-0064,Gaalkacyo,Midnimo
CCCM-SO1801-0045,Gaalkacyo,Hilaal Yamen
CCCM-SO1801-0065,Gaalkacyo,Mudugs
CCCM-SO1801-0073,Gaalkacyo,Qorahey1
CCCM-SO1801-0074,Gaalkacyo,Qorahey2
CCCM-SO1801-0080,Gaalkacyo,Sirmaqabo
CCCM-SO1801-0081,Gaalkacyo,Somaliwayn
CCCM-SO1801-0084,Gaalkacyo,Waabari
CCCM-SO1801-0086,Gaalkacyo,Wadataal
CCCM-SO1801-0090,Gaalkacyo,Xoriyo
CCCM-SO1801-0091,Gaalkacyo,Biri
CCCM-SO1801-0092,Gaalkacyo,Buulajaan
CCCM-SO1801-0200,Gaalkacyo,Jeexdin
CCCM-SO1801-0122,Gaalkacyo,Khayrdoon
CCCM-SO1801-0093,Gaalkacyo,Cawaale
CCCM-SO1801-0055,Gaalkacyo,Kulmiye
CCCM-SO1801-0098,Gaalkacyo,Socdaal
CCCM-SO1801-0056,Gaalkacyo,Kulmiye - Balli Abaar
CCCM-SO1801-0099,Gaalkacyo,Takulo
CCCM-SO1801-0060,Gaalkacyo,Liibaan 1
CCCM-SO1801-0061,Gaalkacyo,Liibaan 2
CCCM-SO1801-0123,Gaalkacyo,Madiinas
CCCM-SO1801-0100,Gaalkacyo,Baantu 3
CCCM-SO1801-0101,Gaalkacyo,Baay Iyo Bakool
CCCM-SO1801-0124,Gaalkacyo,Margaago
CCCM-SO1801-0102,Gaalkacyo,Bardaale
CCCM-SO1801-0066,Gaalkacyo,Mudug Sare
CCCM-SO1801-0103,Gaalkacyo,Bari Mudug
CCCM-SO1801-0067,Gaalkacyo,Mustaqbal 1
CCCM-SO1801-0068,Gaalkacyo,Mustaqbal 2A
CCCM-SO1801-0069,Gaalkacyo,Mustaqbal 2B
CCCM-SO1801-0070,Gaalkacyo,Najax
CCCM-SO1801-0071,Gaalkacyo,New Donyale
CCCM-SO1801-0072,Gaalkacyo,Orshe
CCCM-SO1801-0104,Gaalkacyo,Bulojawan 1
CCCM-SO1801-0105,Gaalkacyo,Bulojawan 2
CCCM-SO1801-0106,Gaalkacyo,Buulo Ayaan
CCCM-SO1801-0125,Gaalkacyo,Ramaas
CCCM-SO1801-0075,Gaalkacyo,Raysqaboobe
CCCM-SO1801-0107,Gaalkacyo,Buurcad
CCCM-SO1801-0108,Gaalkacyo,Golol
CCCM-SO1801-0109,Gaalkacyo,Cays Dheere
CCCM-SO1801-0126,Gaalkacyo,Salaam 2
CCCM-SO1801-0127,Gaalkacyo,Salama 1
CCCM-SO1801-0078,Gaalkacyo,Samawada 1
CCCM-SO1801-0079,Gaalkacyo,Samawade 2
CCCM-SO1801-0110,Gaalkacyo,Fatxi
CCCM-SO1801-0111,Gaalkacyo,Horyaal
CCCM-SO1801-0112,Gaalkacyo,Ibraahim
CCCM-SO1801-0082,Gaalkacyo,Syl
CCCM-SO1801-0113,Gaalkacyo,Ilayaz
CCCM-SO1801-0083,Gaalkacyo,Talo Cad
CCCM-SO1801-0128,Gaalkacyo,Tawakal
CCCM-SO1801-0114,Gaalkacyo,Qoryooleey
CCCM-SO1801-0085,Gaalkacyo,Waaya Arag
CCCM-SO1801-0129,Gaalkacyo,Wadajir
CCCM-SO1801-0115,Gaalkacyo,Sahan 1
CCCM-SO1801-0087,Gaalkacyo,Warshad Galay 2
CCCM-SO1801-0088,Gaalkacyo,Warshad Galey
CCCM-SO1801-0116,Gaalkacyo,Sahan 2
CCCM-SO1801-0089,Gaalkacyo,Wayo Arag Two
CCCM-SO1801-0117,Gaalkacyo,Wasil
CCCM-SO1802-0001,Galdogob,Allaale
CCCM-SO1802-0002,Galdogob,Daryeel Galdogob
CCCM-SO1802-0003,Galdogob,Hodan
CCCM-SO1802-0004,Galdogob,Hoodo
CCCM-SO1802-0005,Galdogob,Horseed
CCCM-SO1802-0006,Galdogob,Salaama
CCCM-SO1802-0007,Galdogob,Al Rahmo
CCCM-SO1802-0008,Galdogob,Barwaaqo
CCCM-SO1802-0009,Galdogob,Dan Wadaag 2
CCCM-SO1802-0010,Galdogob,Himilo
CCCM-SO1802-0011,Galdogob,Kalkaal
CCCM-SO1802-0012,Galdogob,Tawakal
CCCM-SO1802-0013,Galdogob,Wadajir
CCCM-SO1803-0001,Hobyo,Barwaaqo
CCCM-SO1803-0002,Hobyo,Danwadaag
CCCM-SO1901-0001,Dhuusamarreeb,Alcadaala
CCCM-SO1901-0002,Dhuusamarreeb,Amano
CCCM-SO1901-0003,Dhuusamarreeb,Arlaadi
CCCM-SO1901-0004,Dhuusamarreeb,Hanaano
CCCM-SO1901-0005,Dhuusamarreeb,Hayaan
CCCM-SO1901-0006,Dhuusamarreeb,Heegan
CCCM-SO1901-0007,Dhuusamarreeb,Ilbir
CCCM-SO1901-0008,Dhuusamarreeb,Rajo
CCCM-SO1901-0009,Dhuusamarreeb,Tuulaoog
CCCM-SO1901-0010,Dhuusamarreeb,Xera Military
CCCM-SO1901-0011,Dhuusamarreeb,Af-Cagaag
CCCM-SO1901-0012,Dhuusamarreeb,Al Caddaala
CCCM-SO1901-0013,Dhuusamarreeb,Barakeye
CCCM-SO1901-0014,Dhuusamarreeb,Barwaqo
CCCM-SO1901-0015,Dhuusamarreeb,Buhood
CCCM-SO1901-0016,Dhuusamarreeb,Celjiroow
CCCM-SO1901-0017,Dhuusamarreeb,Dabely
CCCM-SO1901-0018,Dhuusamarreeb,Dalab
CCCM-SO1901-0019,Dhuusamarreeb,Damanyo
CCCM-SO1901-0020,Dhuusamarreeb,Danwadaag
CCCM-SO1901-0021,Dhuusamarreeb,Dhagaqal
CCCM-SO1901-0022,Dhuusamarreeb,Dhegaweyne
CCCM-SO1901-0023,Dhuusamarreeb,Dulmi Diid
CCCM-SO1901-0024,Dhuusamarreeb,Faracade
CCCM-SO1901-0025,Dhuusamarreeb,Farey
CCCM-SO1901-0026,Dhuusamarreeb,Gaashaan
CCCM-SO1901-0027,Dhuusamarreeb,Gashanbig
CCCM-SO1901-0028,Dhuusamarreeb,Gonlegole
CCCM-SO1901-0029,Dhuusamarreeb,Guuleed
CCCM-SO1901-0030,Dhuusamarreeb,Harqabowe
CCCM-SO1901-0031,Dhuusamarreeb,Harwanag
CCCM-SO1901-0032,Dhuusamarreeb,Istarlin
CCCM-SO1901-0033,Dhuusamarreeb,Kabax Kabax
CCCM-SO1901-0034,Dhuusamarreeb,Kadiijo
CCCM-SO1901-0035,Dhuusamarreeb,Kolleej
CCCM-SO1901-0036,Dhuusamarreeb,Koryeeri
CCCM-SO1901-0037,Dhuusamarreeb,Labixaluul
CCCM-SO1901-0038,Dhuusamarreeb,Qamar
CCCM-SO1901-0039,Dhuusamarreeb,Qotiro
CCCM-SO1901-0040,Dhuusamarreeb,Sacabaweyne
CCCM-SO1901-0041,Dhuusamarreeb,Saximo
CCCM-SO1901-0042,Dhuusamarreeb,Siligle
CCCM-SO1901-0043,Dhuusamarreeb,Tusmo/Uryan
