Site_Code,Exists,District,District_Name
CCCM-SO2401-0478,yes,SO2401,Baidoa
CCCM-SO2401-0479,yes,SO2401,Baidoa
CCCM-SO2401-0660,yes,SO2401,Baidoa
CCCM-SO2401-0481,yes,SO2401,Baidoa
CCCM-SO2401-0483,yes,SO2401,Baidoa
CCCM-SO2401-0906,yes,SO2401,Baidoa
CCCM-SO2401-0865,yes,SO2401,Baidoa
CCCM-SO2401-0486,yes,SO2401,Baidoa
CCCM-SO2401-0489,yes,SO2401,Baidoa
CCCM-SO2401-0866,yes,SO2401,Baidoa
CCCM-SO2401-0741,yes,SO2401,Baidoa
CCCM-SO2401-0742,yes,SO2401,Baidoa
CCCM-SO2401-0492,yes,SO2401,Baidoa
CCCM-SO2401-0493,yes,SO2401,Baidoa
CCCM-SO2401-0908,yes,SO2401,Baidoa
CCCM-SO2401-0494,yes,SO2401,Baidoa
CCCM-SO2401-0497,yes,SO2401,Baidoa
CCCM-SO2401-0498,yes,SO2401,Baidoa
CCCM-SO2401-0499,yes,SO2401,Baidoa
CCCM-SO2401-0500,yes,SO2401,Baidoa
CCCM-SO2401-0501,yes,SO2401,Baidoa
CCCM-SO2401-0504,yes,SO2401,Baidoa
CCCM-SO2401-0506,yes,SO2401,Baidoa
CCCM-SO2401-0507,yes,SO2401,Baidoa
CCCM-SO2401-0509,yes,SO2401,Baidoa
CCCM-SO2401-0512,yes,SO2401,Baidoa
CCCM-SO2401-0513,yes,SO2401,Baidoa
CCCM-SO2401-0707,yes,SO2401,Baidoa
CCCM-SO2401-0515,yes,SO2401,Baidoa
CCCM-SO2401-0810,yes,SO2401,Baidoa
CCCM-SO2401-0867,yes,SO2401,Baidoa
CCCM-SO2401-0868,yes,SO2401,Baidoa
CCCM-SO2401-0518,yes,SO2401,Baidoa
CCCM-SO2401-0870,yes,SO2401,Baidoa
CCCM-SO2401-0520,yes,SO2401,Baidoa
CCCM-SO2401-0661,yes,SO2401,Baidoa
CCCM-SO2401-0528,yes,SO2401,Baidoa
CCCM-SO2401-0872,yes,SO2401,Baidoa
CCCM-SO2401-0531,yes,SO2401,Baidoa
CCCM-SO2401-0532,yes,SO2401,Baidoa
CCCM-SO2401-0533,yes,SO2401,Baidoa
CCCM-SO2401-0537,yes,SO2401,Baidoa
CCCM-SO2401-0538,yes,SO2401,Baidoa
CCCM-SO2401-0539,yes,SO2401,Baidoa
CCCM-SO2401-0540,yes,SO2401,Baidoa
CCCM-SO2401-0541,yes,SO2401,Baidoa
CCCM-SO2401-0542,yes,SO2401,Baidoa
CCCM-SO2401-0543,yes,SO2401,Baidoa
CCCM-SO2401-0873,yes,SO2401,Baidoa
CCCM-SO2401-0544,yes,SO2401,Baidoa
CCCM-SO2401-0622,yes,SO2401,Baidoa
CCCM-SO2401-0744,yes,SO2401,Baidoa
CCCM-SO2401-0874,yes,SO2401,Baidoa
CCCM-SO2401-0745,yes,SO2401,Baidoa
CCCM-SO2401-0746,yes,SO2401,Baidoa
CCCM-SO2401-0624,yes,SO2401,Baidoa
CCCM-SO2401-0553,yes,SO2401,Baidoa
CCCM-SO2401-0875,yes,SO2401,Baidoa
CCCM-SO2401-0642,yes,SO2401,Baidoa
CCCM-SO2401-0556,yes,SO2401,Baidoa
CCCM-SO2401-0910,yes,SO2401,Baidoa
CCCM-SO2401-0558,yes,SO2401,Baidoa
CCCM-SO2401-0747,yes,SO2401,Baidoa
CCCM-SO2401-0811,yes,SO2401,Baidoa
CCCM-SO2401-0565,yes,SO2401,Baidoa
CCCM-SO2401-0877,yes,SO2401,Baidoa
CCCM-SO2401-0940,yes,SO2401,Baidoa
CCCM-SO2401-0812,yes,SO2401,Baidoa
CCCM-SO2401-0941,yes,SO2401,Baidoa
CCCM-SO2401-0662,yes,SO2401,Baidoa
CCCM-SO2401-0566,yes,SO2401,Baidoa
CCCM-SO2401-0568,yes,SO2401,Baidoa
CCCM-SO2401-0570,yes,SO2401,Baidoa
CCCM-SO2401-0571,yes,SO2401,Baidoa
CCCM-SO2401-0575,yes,SO2401,Baidoa
CCCM-SO1102-0002,yes,SO1102,Baki
CCCM-SO1102-0009,yes,SO1102,Baki
CCCM-SO1102-0012,yes,SO1102,Baki
CCCM-SO2103-0003,yes,SO2103,Balcad
CCCM-SO2103-0004,yes,SO2103,Balcad
CCCM-SO2103-0005,yes,SO2103,Balcad
CCCM-SO2103-0001,yes,SO2103,Balcad
CCCM-SO2103-0002,yes,SO2103,Balcad
CCCM-SO2303-0015,yes,SO2303,Baraawe
CCCM-SO2303-0001,yes,SO2303,Baraawe
CCCM-SO2303-0002,yes,SO2303,Baraawe
CCCM-SO2303-0011,yes,SO2303,Baraawe
CCCM-SO2303-0004,yes,SO2303,Baraawe
CCCM-SO2303-0005,yes,SO2303,Baraawe
CCCM-SO2303-0012,yes,SO2303,Baraawe
CCCM-SO2303-0007,yes,SO2303,Baraawe
CCCM-SO2303-0009,yes,SO2303,Baraawe
CCCM-SO2001-0109,yes,SO2001,Belet Weyne
CCCM-SO2001-0003,yes,SO2001,Belet Weyne
CCCM-SO2001-0004,yes,SO2001,Belet Weyne
CCCM-SO2001-0007,yes,SO2001,Belet Weyne
CCCM-SO2001-0110,yes,SO2001,Belet Weyne
CCCM-SO2001-0160,yes,SO2001,Belet Weyne
CCCM-SO2001-0161,yes,SO2001,Belet Weyne
CCCM-SO2001-0010,yes,SO2001,Belet Weyne
CCCM-SO2001-0171,yes,SO2001,Belet Weyne
CCCM-SO2001-0152,yes,SO2001,Belet Weyne
CCCM-SO2001-0162,yes,SO2001,Belet Weyne
CCCM-SO2001-0013,yes,SO2001,Belet Weyne
CCCM-SO2001-0163,yes,SO2001,Belet Weyne
CCCM-SO2001-0173,yes,SO2001,Belet Weyne
CCCM-SO2001-0090,yes,SO2001,Belet Weyne
CCCM-SO2001-0018,yes,SO2001,Belet Weyne
CCCM-SO2001-0019,yes,SO2001,Belet Weyne
CCCM-SO2001-0153,yes,SO2001,Belet Weyne
CCCM-SO2001-0155,yes,SO2001,Belet Weyne
CCCM-SO2001-0021,yes,SO2001,Belet Weyne
CCCM-SO2001-0022,yes,SO2001,Belet Weyne
CCCM-SO2001-0157,yes,SO2001,Belet Weyne
CCCM-SO2001-0026,yes,SO2001,Belet Weyne
CCCM-SO2001-0156,yes,SO2001,Belet Weyne
CCCM-SO2001-0027,yes,SO2001,Belet Weyne
CCCM-SO2001-0028,yes,SO2001,Belet Weyne
CCCM-SO2001-0126,yes,SO2001,Belet Weyne
CCCM-SO2001-0031,yes,SO2001,Belet Weyne
CCCM-SO2001-0032,yes,SO2001,Belet Weyne
CCCM-SO2001-0033,yes,SO2001,Belet Weyne
CCCM-SO2001-0035,yes,SO2001,Belet Weyne
CCCM-SO2001-0036,yes,SO2001,Belet Weyne
CCCM-SO2001-0164,yes,SO2001,Belet Weyne
CCCM-SO2001-0101,yes,SO2001,Belet Weyne
CCCM-SO2001-0040,yes,SO2001,Belet Weyne
CCCM-SO2001-0130,yes,SO2001,Belet Weyne
CCCM-SO2001-0042,yes,SO2001,Belet Weyne
CCCM-SO2001-0154,yes,SO2001,Belet Weyne
CCCM-SO2001-0131,yes,SO2001,Belet Weyne
CCCM-SO2001-0165,yes,SO2001,Belet Weyne
CCCM-SO2001-0046,yes,SO2001,Belet Weyne
CCCM-SO2001-0135,yes,SO2001,Belet Weyne
CCCM-SO2001-0166,yes,SO2001,Belet Weyne
CCCM-SO2001-0158,yes,SO2001,Belet Weyne
CCCM-SO2001-0053,yes,SO2001,Belet Weyne
CCCM-SO2001-0055,yes,SO2001,Belet Weyne
CCCM-SO2001-0056,yes,SO2001,Belet Weyne
CCCM-SO2001-0058,yes,SO2001,Belet Weyne
CCCM-SO2001-0105,yes,SO2001,Belet Weyne
CCCM-SO2001-0060,yes,SO2001,Belet Weyne
CCCM-SO2001-0061,yes,SO2001,Belet Weyne
CCCM-SO2001-0063,yes,SO2001,Belet Weyne
CCCM-SO2001-0167,yes,SO2001,Belet Weyne
CCCM-SO2001-0168,yes,SO2001,Belet Weyne
CCCM-SO2001-0169,yes,SO2001,Belet Weyne
CCCM-SO2001-0067,yes,SO2001,Belet Weyne
CCCM-SO2001-0159,yes,SO2001,Belet Weyne
CCCM-SO2001-0069,yes,SO2001,Belet Weyne
CCCM-SO2001-0170,yes,SO2001,Belet Weyne
CCCM-SO2001-0071,yes,SO2001,Belet Weyne
CCCM-SO2001-0142,yes,SO2001,Belet Weyne
CCCM-SO2001-0074,yes,SO2001,Belet Weyne
CCCM-SO2001-0145,yes,SO2001,Belet Weyne
CCCM-SO2001-0079,yes,SO2001,Belet Weyne
CCCM-SO2001-0080,yes,SO2001,Belet Weyne
CCCM-SO2001-0146,yes,SO2001,Belet Weyne
CCCM-SO2001-0082,yes,SO2001,Belet Weyne
CCCM-SO2001-0085,yes,SO2001,Belet Weyne
CCCM-SO2001-0087,yes,SO2001,Belet Weyne
CCCM-SO2001-0088,yes,SO2001,Belet Weyne
CCCM-SO2603-0001,yes,SO2603,Belet Xaawo
CCCM-SO2603-0006,yes,SO2603,Belet Xaawo
CCCM-SO2603-0007,yes,SO2603,Belet Xaawo
CCCM-SO2603-0008,yes,SO2603,Belet Xaawo
CCCM-SO2603-0009,yes,SO2603,Belet Xaawo
CCCM-SO2603-0010,yes,SO2603,Belet Xaawo
CCCM-SO2603-0002,yes,SO2603,Belet Xaawo
CCCM-SO2603-0011,yes,SO2603,Belet Xaawo
CCCM-SO2603-0012,yes,SO2603,Belet Xaawo
CCCM-SO2603-0013,yes,SO2603,Belet Xaawo
CCCM-SO2603-0014,yes,SO2603,Belet Xaawo
CCCM-SO2603-0004,yes,SO2603,Belet Xaawo
CCCM-SO2603-0005,yes,SO2603,Belet Xaawo
CCCM-SO2603-0003,yes,SO2603,Belet Xaawo
CCCM-SO2603-0015,yes,SO2603,Belet Xaawo
CCCM-SO1202-0007,yes,SO1202,Berbera
CCCM-SO1101-0001,yes,SO1101,Borama
CCCM-SO1101-0004,yes,SO1101,Borama
CCCM-SO1101-0005,yes,SO1101,Borama
CCCM-SO1101-0007,yes,SO1101,Borama
CCCM-SO1101-0008,yes,SO1101,Borama
CCCM-SO1101-0009,yes,SO1101,Borama
CCCM-SO1101-0010,yes,SO1101,Borama
CCCM-SO1101-0011,yes,SO1101,Borama
CCCM-SO1601-0001,yes,SO1601,Bossaso
CCCM-SO1601-0002,yes,SO1601,Bossaso
CCCM-SO1601-0003,yes,SO1601,Bossaso
CCCM-SO1601-0004,yes,SO1601,Bossaso
CCCM-SO1601-0005,yes,SO1601,Bossaso
CCCM-SO1601-0008,yes,SO1601,Bossaso
CCCM-SO1601-0009,yes,SO1601,Bossaso
CCCM-SO1601-0010,yes,SO1601,Bossaso
CCCM-SO1601-0011,yes,SO1601,Bossaso
CCCM-SO1601-0012,yes,SO1601,Bossaso
CCCM-SO1601-0013,yes,SO1601,Bossaso
CCCM-SO1601-0014,yes,SO1601,Bossaso
CCCM-SO1601-0015,yes,SO1601,Bossaso
CCCM-SO1601-0016,yes,SO1601,Bossaso
CCCM-SO1601-0017,yes,SO1601,Bossaso
CCCM-SO1601-0018,yes,SO1601,Bossaso
CCCM-SO1601-0019,yes,SO1601,Bossaso
CCCM-SO1601-0021,yes,SO1601,Bossaso
CCCM-SO1601-0022,yes,SO1601,Bossaso
CCCM-SO1601-0023,yes,SO1601,Bossaso
CCCM-SO1601-0024,yes,SO1601,Bossaso
CCCM-SO1601-0025,yes,SO1601,Bossaso
CCCM-SO2002-0001,yes,SO2002,Bulo Burto
CCCM-SO2002-0002,yes,SO2002,Bulo Burto
CCCM-SO1301-0001,yes,SO1301,Burco
CCCM-SO1301-0005,yes,SO1301,Burco
CCCM-SO1301-0015,yes,SO1301,Burco
CCCM-SO1301-0025,yes,SO1301,Burco
CCCM-SO1301-0011,yes,SO1301,Burco
CCCM-SO1302-0001,yes,SO1302,Buuhoodle
CCCM-SO1302-0002,yes,SO1302,Buuhoodle
CCCM-SO1302-0004,yes,SO1302,Buuhoodle
CCCM-SO1302-0006,yes,SO1302,Buuhoodle
CCCM-SO1302-0007,yes,SO1302,Buuhoodle
CCCM-SO1302-0008,yes,SO1302,Buuhoodle
CCCM-SO1302-0009,yes,SO1302,Buuhoodle
CCCM-SO1302-0010,yes,SO1302,Buuhoodle
CCCM-SO1302-0012,yes,SO1302,Buuhoodle
CCCM-SO1302-0013,yes,SO1302,Buuhoodle
CCCM-SO1302-0022,yes,SO1302,Buuhoodle
CCCM-SO1302-0016,yes,SO1302,Buuhoodle
CCCM-SO1302-0017,yes,SO1302,Buuhoodle
CCCM-SO1302-0023,yes,SO1302,Buuhoodle
CCCM-SO1302-0024,yes,SO1302,Buuhoodle
CCCM-SO2402-0006,yes,SO2402,Buur Hakaba
CCCM-SO2402-0007,yes,SO2402,Buur Hakaba
CCCM-SO2402-0022,yes,SO2402,Buur Hakaba
CCCM-SO2402-0005,yes,SO2402,Buur Hakaba
CCCM-SO2402-0009,yes,SO2402,Buur Hakaba
CCCM-SO1902-0001,yes,SO1902,Cabudwaaq
CCCM-SO1902-0021,yes,SO1902,Cabudwaaq
CCCM-SO1902-0034,yes,SO1902,Cabudwaaq
CCCM-SO1902-0003,yes,SO1902,Cabudwaaq
CCCM-SO1902-0027,yes,SO1902,Cabudwaaq
CCCM-SO1902-0035,yes,SO1902,Cabudwaaq
CCCM-SO1902-0005,yes,SO1902,Cabudwaaq
CCCM-SO1902-0006,yes,SO1902,Cabudwaaq
CCCM-SO1902-0008,yes,SO1902,Cabudwaaq
CCCM-SO1902-0028,yes,SO1902,Cabudwaaq
CCCM-SO1902-0009,yes,SO1902,Cabudwaaq
CCCM-SO1902-0010,yes,SO1902,Cabudwaaq
CCCM-SO1902-0029,yes,SO1902,Cabudwaaq
CCCM-SO1902-0011,yes,SO1902,Cabudwaaq
CCCM-SO1902-0012,yes,SO1902,Cabudwaaq
CCCM-SO1902-0007,yes,SO1902,Cabudwaaq
CCCM-SO1902-0013,yes,SO1902,Cabudwaaq
CCCM-SO1902-0030,yes,SO1902,Cabudwaaq
CCCM-SO1902-0014,yes,SO1902,Cabudwaaq
CCCM-SO1902-0015,yes,SO1902,Cabudwaaq
CCCM-SO1902-0016,yes,SO1902,Cabudwaaq
CCCM-SO1902-0039,yes,SO1902,Cabudwaaq
CCCM-SO1902-0031,yes,SO1902,Cabudwaaq
CCCM-SO1902-0022,yes,SO1902,Cabudwaaq
CCCM-SO1902-0017,yes,SO1902,Cabudwaaq
CCCM-SO1902-0023,yes,SO1902,Cabudwaaq
CCCM-SO1902-0040,yes,SO1902,Cabudwaaq
CCCM-SO1902-0033,yes,SO1902,Cabudwaaq
CCCM-SO1902-0018,yes,SO1902,Cabudwaaq
CCCM-SO1902-0019,yes,SO1902,Cabudwaaq
CCCM-SO1902-0020,yes,SO1902,Cabudwaaq
CCCM-SO1903-0001,yes,SO1903,Cadaado
CCCM-SO1903-0007,yes,SO1903,Cadaado
CCCM-SO1903-0009,yes,SO1903,Cadaado
CCCM-SO1903-0002,yes,SO1903,Cadaado
CCCM-SO1903-0003,yes,SO1903,Cadaado
CCCM-SO1903-0008,yes,SO1903,Cadaado
CCCM-SO1903-0005,yes,SO1903,Cadaado
CCCM-SO1903-0006,yes,SO1903,Cadaado
CCCM-SO1903-0011,yes,SO1903,Cadaado
CCCM-SO1903-0010,yes,SO1903,Cadaado
CCCM-SO1402-0001,yes,SO1402,Caynabo
CCCM-SO1402-0002,yes,SO1402,Caynabo
CCCM-SO1402-0003,yes,SO1402,Caynabo
CCCM-SO1402-0004,yes,SO1402,Caynabo
CCCM-SO1402-0006,yes,SO1402,Caynabo
CCCM-SO1402-0008,yes,SO1402,Caynabo
CCCM-SO1402-0009,yes,SO1402,Caynabo
CCCM-SO1502-0001,yes,SO1502,Ceel Afweyn
CCCM-SO1502-0002,yes,SO1502,Ceel Afweyn
CCCM-SO1502-0003,yes,SO1502,Ceel Afweyn
CCCM-SO1502-0005,yes,SO1502,Ceel Afweyn
CCCM-SO1502-0006,yes,SO1502,Ceel Afweyn
CCCM-SO1502-0007,yes,SO1502,Ceel Afweyn
CCCM-SO2502-0005,yes,SO2502,Ceel Barde
CCCM-SO2502-0001,yes,SO2502,Ceel Barde
CCCM-SO2502-0004,yes,SO2502,Ceel Barde
CCCM-SO2604-0010,yes,SO2604,Ceel Waaq
CCCM-SO2604-0001,yes,SO2604,Ceel Waaq
CCCM-SO2604-0008,yes,SO2604,Ceel Waaq
CCCM-SO2604-0004,yes,SO2604,Ceel Waaq
CCCM-SO2604-0011,yes,SO2604,Ceel Waaq
CCCM-SO2604-0005,yes,SO2604,Ceel Waaq
CCCM-SO2604-0009,yes,SO2604,Ceel Waaq
CCCM-SO2604-0006,yes,SO2604,Ceel Waaq
CCCM-SO2604-0003,yes,SO2604,Ceel Waaq
CCCM-SO1501-0001,yes,SO1501,Ceerigaabo
CCCM-SO1501-0002,yes,SO1501,Ceerigaabo
CCCM-SO1501-0003,yes,SO1501,Ceerigaabo
CCCM-SO1501-0005,yes,SO1501,Ceerigaabo
CCCM-SO1501-0006,yes,SO1501,Ceerigaabo
CCCM-SO1501-0007,yes,SO1501,Ceerigaabo
CCCM-SO1501-0009,yes,SO1501,Ceerigaabo
CCCM-SO1501-0010,yes,SO1501,Ceerigaabo
CCCM-SO1501-0011,yes,SO1501,Ceerigaabo
CCCM-SO1501-0012,yes,SO1501,Ceerigaabo
CCCM-SO1901-0001,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0002,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0003,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0008,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0048,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0049,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0004,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0005,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0052,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0007,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0009,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0006,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0063,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0010,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0011,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0012,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0013,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0014,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0016,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0017,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0018,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0019,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0020,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0021,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0022,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0023,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0025,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0061,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0026,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0030,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0031,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0032,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0035,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0036,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0037,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0038,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0039,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0042,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0045,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0046,yes,SO1901,Dhuusamarreeb
CCCM-SO1901-0047,yes,SO1901,Dhuusamarreeb
CCCM-SO2403-0012,yes,SO2403,Diinsoor
CCCM-SO2403-0013,yes,SO2403,Diinsoor
CCCM-SO2403-0016,yes,SO2403,Diinsoor
CCCM-SO2403-0002,yes,SO2403,Diinsoor
CCCM-SO2403-0003,yes,SO2403,Diinsoor
CCCM-SO2403-0004,yes,SO2403,Diinsoor
CCCM-SO2403-0005,yes,SO2403,Diinsoor
CCCM-SO2403-0006,yes,SO2403,Diinsoor
CCCM-SO2403-0007,yes,SO2403,Diinsoor
CCCM-SO2403-0008,yes,SO2403,Diinsoor
CCCM-SO2403-0009,yes,SO2403,Diinsoor
CCCM-SO2403-0010,yes,SO2403,Diinsoor
CCCM-SO2403-0015,yes,SO2403,Diinsoor
CCCM-SO2403-0011,yes,SO2403,Diinsoor
CCCM-SO2605-0001,yes,SO2605,Doolow
CCCM-SO2605-0003,yes,SO2605,Doolow
CCCM-SO2605-0004,yes,SO2605,Doolow
CCCM-SO2605-0002,yes,SO2605,Doolow
CCCM-SO2605-0005,yes,SO2605,Doolow
CCCM-SO1801-0001,yes,SO1801,Gaalkacyo
CCCM-SO1801-0006,yes,SO1801,Gaalkacyo
CCCM-SO1801-0007,yes,SO1801,Gaalkacyo
CCCM-SO1801-0009,yes,SO1801,Gaalkacyo
CCCM-SO1801-0013,yes,SO1801,Gaalkacyo
CCCM-SO1801-0014,yes,SO1801,Gaalkacyo
CCCM-SO1801-0019,yes,SO1801,Gaalkacyo
CCCM-SO1801-0118,yes,SO1801,Gaalkacyo
CCCM-SO1801-0022,yes,SO1801,Gaalkacyo
CCCM-SO1801-0024,yes,SO1801,Gaalkacyo
CCCM-SO1801-0030,yes,SO1801,Gaalkacyo
CCCM-SO1801-0033,yes,SO1801,Gaalkacyo
CCCM-SO1801-0119,yes,SO1801,Gaalkacyo
CCCM-SO1801-0120,yes,SO1801,Gaalkacyo
CCCM-SO1801-0045,yes,SO1801,Gaalkacyo
CCCM-SO1801-0200,yes,SO1801,Gaalkacyo
CCCM-SO1801-0122,yes,SO1801,Gaalkacyo
CCCM-SO1801-0055,yes,SO1801,Gaalkacyo
CCCM-SO1801-0056,yes,SO1801,Gaalkacyo
CCCM-SO1801-0060,yes,SO1801,Gaalkacyo
CCCM-SO1801-0061,yes,SO1801,Gaalkacyo
CCCM-SO1801-0123,yes,SO1801,Gaalkacyo
CCCM-SO1801-0124,yes,SO1801,Gaalkacyo
CCCM-SO1801-0066,yes,SO1801,Gaalkacyo
CCCM-SO1801-0067,yes,SO1801,Gaalkacyo
CCCM-SO1801-0068,yes,SO1801,Gaalkacyo
CCCM-SO1801-0069,yes,SO1801,Gaalkacyo
CCCM-SO1801-0070,yes,SO1801,Gaalkacyo
CCCM-SO1801-0071,yes,SO1801,Gaalkacyo
CCCM-SO1801-0072,yes,SO1801,Gaalkacyo
CCCM-SO1801-0125,yes,SO1801,Gaalkacyo
CCCM-SO1801-0075,yes,SO1801,Gaalkacyo
CCCM-SO1801-0126,yes,SO1801,Gaalkacyo
CCCM-SO1801-0127,yes,SO1801,Gaalkacyo
CCCM-SO1801-0078,yes,SO1801,Gaalkacyo
CCCM-SO1801-0079,yes,SO1801,Gaalkacyo
CCCM-SO1801-0082,yes,SO1801,Gaalkacyo
CCCM-SO1801-0083,yes,SO1801,Gaalkacyo
CCCM-SO1801-0128,yes,SO1801,Gaalkacyo
CCCM-SO1801-0085,yes,SO1801,Gaalkacyo
CCCM-SO1801-0129,yes,SO1801,Gaalkacyo
CCCM-SO1801-0087,yes,SO1801,Gaalkacyo
CCCM-SO1801-0088,yes,SO1801,Gaalkacyo
CCCM-SO1801-0089,yes,SO1801,Gaalkacyo
CCCM-SO1801-0002,yes,SO1801,Gaalkacyo
CCCM-SO1801-0003,yes,SO1801,Gaalkacyo
CCCM-SO1801-0004,yes,SO1801,Gaalkacyo
CCCM-SO1801-0005,yes,SO1801,Gaalkacyo
CCCM-SO1801-0008,yes,SO1801,Gaalkacyo
CCCM-SO1801-0011,yes,SO1801,Gaalkacyo
CCCM-SO1801-0012,yes,SO1801,Gaalkacyo
CCCM-SO1801-0015,yes,SO1801,Gaalkacyo
CCCM-SO1801-0016,yes,SO1801,Gaalkacyo
CCCM-SO1801-0020,yes,SO1801,Gaalkacyo
CCCM-SO1801-0023,yes,SO1801,Gaalkacyo
CCCM-SO1801-0025,yes,SO1801,Gaalkacyo
CCCM-SO1801-0026,yes,SO1801,Gaalkacyo
CCCM-SO1801-0027,yes,SO1801,Gaalkacyo
CCCM-SO1801-0028,yes,SO1801,Gaalkacyo
CCCM-SO1801-0029,yes,SO1801,Gaalkacyo
CCCM-SO1801-0031,yes,SO1801,Gaalkacyo
CCCM-SO1801-0032,yes,SO1801,Gaalkacyo
CCCM-SO1801-0034,yes,SO1801,Gaalkacyo
CCCM-SO1801-0035,yes,SO1801,Gaalkacyo
CCCM-SO1801-0037,yes,SO1801,Gaalkacyo
CCCM-SO1801-0038,yes,SO1801,Gaalkacyo
CCCM-SO1801-0039,yes,SO1801,Gaalkacyo
CCCM-SO1801-0040,yes,SO1801,Gaalkacyo
CCCM-SO1801-0041,yes,SO1801,Gaalkacyo
CCCM-SO1801-0042,yes,SO1801,Gaalkacyo
CCCM-SO1801-0043,yes,SO1801,Gaalkacyo
CCCM-SO1801-0044,yes,SO1801,Gaalkacyo
CCCM-SO1801-0047,yes,SO1801,Gaalkacyo
CCCM-SO1801-0049,yes,SO1801,Gaalkacyo
CCCM-SO1801-0050,yes,SO1801,Gaalkacyo
CCCM-SO1801-0052,yes,SO1801,Gaalkacyo
CCCM-SO1801-0053,yes,SO1801,Gaalkacyo
CCCM-SO1801-0059,yes,SO1801,Gaalkacyo
CCCM-SO1801-0062,yes,SO1801,Gaalkacyo
CCCM-SO1801-0064,yes,SO1801,Gaalkacyo
CCCM-SO1801-0065,yes,SO1801,Gaalkacyo
CCCM-SO1801-0073,yes,SO1801,Gaalkacyo
CCCM-SO1801-0080,yes,SO1801,Gaalkacyo
CCCM-SO1801-0081,yes,SO1801,Gaalkacyo
CCCM-SO1801-0086,yes,SO1801,Gaalkacyo
CCCM-SO1801-0091,yes,SO1801,Gaalkacyo
CCCM-SO1801-0093,yes,SO1801,Gaalkacyo
CCCM-SO1801-0098,yes,SO1801,Gaalkacyo
CCCM-SO1801-0099,yes,SO1801,Gaalkacyo
CCCM-SO1801-0100,yes,SO1801,Gaalkacyo
CCCM-SO1801-0101,yes,SO1801,Gaalkacyo
CCCM-SO1801-0102,yes,SO1801,Gaalkacyo
CCCM-SO1801-0103,yes,SO1801,Gaalkacyo
CCCM-SO1801-0104,yes,SO1801,Gaalkacyo
CCCM-SO1801-0105,yes,SO1801,Gaalkacyo
CCCM-SO1801-0106,yes,SO1801,Gaalkacyo
CCCM-SO1801-0107,yes,SO1801,Gaalkacyo
CCCM-SO1801-0108,yes,SO1801,Gaalkacyo
CCCM-SO1801-0109,yes,SO1801,Gaalkacyo
CCCM-SO1801-0110,yes,SO1801,Gaalkacyo
CCCM-SO1801-0111,yes,SO1801,Gaalkacyo
CCCM-SO1801-0112,yes,SO1801,Gaalkacyo
CCCM-SO1801-0114,yes,SO1801,Gaalkacyo
CCCM-SO1801-0115,yes,SO1801,Gaalkacyo
CCCM-SO1801-0116,yes,SO1801,Gaalkacyo
CCCM-SO1801-0130,yes,SO1801,Gaalkacyo
CCCM-SO1801-0131,yes,SO1801,Gaalkacyo
CCCM-SO1801-0132,yes,SO1801,Gaalkacyo
CCCM-SO1801-0121,yes,SO1801,Gaalkacyo
CCCM-SO1801-0133,yes,SO1801,Gaalkacyo
CCCM-SO1801-0134,yes,SO1801,Gaalkacyo
CCCM-SO1801-0135,yes,SO1801,Gaalkacyo
