region,district,site_name,latitude,longitude
Bakool,Xudur,Mogi Maalag,4.1160325,43.8820432
Bakool,Xudur,Moorishillinle,4.12674876,43.89167935
Bakool,Xudur,Morgaabey ,4.11321,43.883285
Bakool,Xudur,Orogley ,4.1132353,43.8843209
Bakool,Xudur,Qurahle,4.1156372,43.8802759
Bakool,Xudur,Rakaale ,4.1211777,43.877108
Bakool,Xudur,Ruees ,4.1131573,43.8828188
Bakool,Xudur,Warshira,4.1168117,43.883625
Bakool,Xudur,Yowkoyow,4.1152614,43.8949222
Awdal,Zeylac,Habaas,10.43522615,42.80990433
