region,district,site_name,latitude,longitude
Banadir,Mogadishu Khada,Gunsoor - Gunsoor,2.0606447,45.2539411
Banadir,Mogadishu Khada,Gunsoor - Towxiid,2.0603434,45.2540967
Banadir,Mogadishu Khada,Gunsoor - Xamaan,2.0602096,45.253714
Banadir,Mogadishu Khada,Gurmad,2.0619495,45.2433463
Banadir,Mogadishu Khada,Haboon,2.0556134,45.2666335
Banadir,Mogadishu Khada,Halgan,2.055034,45.2409049
Banadir,Mogadishu Khada,Halgan - Sahal,2.0691059,45.2362998
Banadir,Mogadishu Khada,Hanaan,2.0617001,45.2423999
Banadir,Mogadishu Khada,Hanaqaad,2.0619867,45.2461967
Banadir,Mogadishu Khada,Har Weyn,2.0614713,45.2477429
Banadir,Mogadishu Khada,Hareed,2.0653127,45.2436338
Banadir,Mogadishu Khada,Hawo Tako - Bidhaanle,2.0479518,45.252641
Banadir,Mogadishu Khada,Hawo Tako - Caaliyo,2.0487819,45.2540392
Banadir,Mogadishu Khada,Hawo Tako - Ow Barow,2.0473505,45.2515948
Banadir,Mogadishu Khada,Hawo Tako - Sharaf Doon,2.0477478,45.2528758
Banadir,Mogadishu Khada,Hawo Tako - Toonoole,2.0477971,45.2522284
Banadir,Mogadishu Khada,Helgan,2.0647549,45.2437106
Banadir,Mogadishu Khada,Heybaweyne,2.0606637,45.2526106
Banadir,Mogadishu Khada,Hiiraan - Danwadaag,2.068363,45.2318298
Banadir,Mogadishu Khada,Hilaac - Raaxoole,2.067568,45.2333154
Banadir,Mogadishu Khada,Hilaal,2.0591043,45.2360443
Banadir,Mogadishu Khada,Hilac,2.0620422,45.2444466
Banadir,Mogadishu Khada,Himilo,2.0642824,45.2451067
Banadir,Mogadishu Khada,Hodan - Iqra,2.0648368,45.2377276
Banadir,Mogadishu Khada,Hogol - Xamdi Ciis,2.0586643,45.2582491
Banadir,Mogadishu Khada,Hoodo - Hoodo,2.0623395,45.2433044
Banadir,Mogadishu Khada,Hoosingoow - Malable,2.0680809,45.233526
Banadir,Mogadishu Khada,Hoosweyne - Laamoole,2.0675908,45.2390192
Banadir,Mogadishu Khada,Horseed,2.0615494,45.2465311
Banadir,Mogadishu Khada,Horseed - Afar Wab Dhoobey,2.0412917,45.250399
Banadir,Mogadishu Khada,Horseed - Awdheegle,2.0413286,45.2506137
Banadir,Mogadishu Khada,Horseed - Horseed,2.0410973,45.2507872
Banadir,Mogadishu Khada,Horseed - Marti Soor,2.0411191,45.2501538
Banadir,Mogadishu Khada,Horseedka - Hareed,2.0537,45.2622196
Banadir,Mogadishu Khada,Horseedka - Horseedka Walaalaha,2.0534309,45.2625229
Banadir,Mogadishu Khada,Idaajaa,2.0651293,45.2151341
Banadir,Mogadishu Khada,Iftiin,2.0626592,45.2431389
Banadir,Mogadishu Khada,Iglan,2.0637345,45.2504441
Banadir,Mogadishu Khada,Ijaabo - Bakool,2.0580589,45.2590794
Banadir,Mogadishu Khada,Ijaabo - Hudur,2.0584405,45.2590633
Banadir,Mogadishu Khada,Ik - Hagar Diid,2.0650272,45.2439858
Banadir,Mogadishu Khada,Ik - Kabtan Naas,2.0629578,45.2428028
Banadir,Mogadishu Khada,Ik - Shaafi,2.0664471,45.243957
Banadir,Mogadishu Khada,Ikhlaas,2.0611137,45.2434791
Banadir,Mogadishu Khada,Ikhlaas - Xilyar,2.0625543,45.2491296
Banadir,Mogadishu Khada,Ikhlas - Sootaabo,2.0645617,45.2477833
Banadir,Mogadishu Khada,Ilaahan,2.0616075,45.2454734
Banadir,Mogadishu Khada,Ilbir - Barwaaqo,2.0563296,45.2695515
Banadir,Mogadishu Khada,Ilbir - Wanaag,2.0566571,45.2697619
Banadir,Mogadishu Khada,Indho Deeq - Geedole,2.0476956,45.2581928
Banadir,Mogadishu Khada,Iskaashato - Gamaasle,2.047002,45.2575721
Banadir,Mogadishu Khada,Iskaashato - Wabi Yarow,2.0465291,45.2579031
Banadir,Mogadishu Khada,Iskaashato - Xanaano,2.0474545,45.257962
Banadir,Mogadishu Khada,Ismahurto - Tawakal,2.0586288,45.2595994
Banadir,Mogadishu Khada,Isra - Abaq Weyne,2.0564359,45.246905
Banadir,Mogadishu Khada,Istaahil - Agoon Koris,2.0664539,45.2400521
Banadir,Mogadishu Khada,Istaahil - Ustaaxa,2.0659397,45.2400178
Banadir,Mogadishu Khada,Jamaame - Cumar Doon,2.062209,45.253149
Banadir,Mogadishu Khada,Jamaame - Jamaame,2.0622024,45.2532564
Banadir,Mogadishu Khada,Jambaluul,2.0579603,45.2676312
Banadir,Mogadishu Khada,Janaale - Dayah,2.0459777,45.2544719
Banadir,Mogadishu Khada,Juba - Yaanbole,2.0681841,45.230132
Banadir,Mogadishu Khada,Juba - Yaaq Dhuub,2.0686428,45.2299653
Banadir,Mogadishu Khada,Jubo - Daalo,2.060948,45.265814
Banadir,Mogadishu Khada,Kaah - Cosob,2.0580219,45.2585847
Banadir,Mogadishu Khada,Kaah - Kasmo,2.058009,45.2585878
Banadir,Mogadishu Khada,Kaah - Qureysh,2.0580227,45.2585906
Banadir,Mogadishu Khada,Kaalmoy,2.0618179,45.2481369
Banadir,Mogadishu Khada,Kaambooni - Buur Gaab,2.0531301,45.2454252
Banadir,Mogadishu Khada,Kaamil - Muhiim,2.0643193,45.2436965
Banadir,Mogadishu Khada,Kaamil - Xurmo,2.0636554,45.2435533
Banadir,Mogadishu Khada,Kamil - Jimcaale,2.0636861,45.2440069
Banadir,Mogadishu Khada,Kismayo - Bulacle,2.0453819,45.2534332
Banadir,Mogadishu Khada,Kismayo - Kulmis,2.0453837,45.253405
Banadir,Mogadishu Khada,Koofi Dheere,2.0581427,45.267296
Banadir,Mogadishu Khada,Kuhiro - Cigaal,2.0417022,45.250236
Banadir,Mogadishu Khada,Kuhiro - Urur,2.0418055,45.2505181
Banadir,Mogadishu Khada,Kulan,2.0654061,45.2441329
Banadir,Mogadishu Khada,Kulmis,2.056397,45.271985
Banadir,Mogadishu Khada,Kulmiye,2.06206,45.245125
Banadir,Mogadishu Khada,Kulmiye Weyne - Basro 2,2.0511824,45.23915
Banadir,Mogadishu Khada,Kun Yasiin - Bulosarmaan,2.0630155,45.2540367
Banadir,Mogadishu Khada,Kun Yasiin - Bulotaakoy,2.0630306,45.2537448
Banadir,Mogadishu Khada,Kun Yasiin - Goloosho,2.0628172,45.254051
Banadir,Mogadishu Khada,Kun Yasiin - Gumurey,2.0627973,45.2541063
Banadir,Mogadishu Khada,Kun Yasiin - Sagal Ashuun,2.0630877,45.253988
Banadir,Mogadishu Khada,Kun Yasiin - War Gaab,2.0627882,45.2539008
Banadir,Mogadishu Khada,Kuntuwarey - Al-Mustaqim,2.056953,45.2631089
Banadir,Mogadishu Khada,Kuntuwarey - Bulacle,2.0568319,45.2630461
Banadir,Mogadishu Khada,Kuntuwarey - Bulo Warbo,2.0568878,45.2630756
Banadir,Mogadishu Khada,Kuntuwarey - Buur Bishar,2.0568973,45.2630724
Banadir,Mogadishu Khada,Kuntuwarey - Rasmi,2.0569633,45.2630468
Banadir,Mogadishu Khada,Kuntuwarey - Rasumaal,2.0568939,45.2630375
Banadir,Mogadishu Khada,Kuntuwarey - Sablale,2.056952,45.263115
Banadir,Mogadishu Khada,Libanta Qoryoley 3 - Wadajir,2.069137,45.2361258
Banadir,Mogadishu Khada,Libido Jibaax - Dalaad,2.0514259,45.2412895
Banadir,Mogadishu Khada,Liibaan - Daadaale,2.0520756,45.2691545
Banadir,Mogadishu Khada,Liibaan - Liibaan,2.0527973,45.2696698
Banadir,Mogadishu Khada,Liibaan - Matabaan,2.0524772,45.2689859
Banadir,Mogadishu Khada,Maajid - Cimraan,2.0464059,45.2497126
Banadir,Mogadishu Khada,Maajid - Dameerale,2.046077,45.2498903
Banadir,Mogadishu Khada,Maajid - Intisaam,2.0464899,45.2499554
Banadir,Mogadishu Khada,Maajid - Maxfuud,2.0465956,45.2498474
Banadir,Mogadishu Khada,Maajid - Muscab,2.0457029,45.2497714
Banadir,Mogadishu Khada,Maajid - Muucaad,2.0458712,45.2498738
Banadir,Mogadishu Khada,Maajid - Quleteen,2.0458472,45.2496619
Banadir,Mogadishu Khada,Maajid - Raaxo,2.0465913,45.2498538
Banadir,Mogadishu Khada,Maajid - Raqda,2.0461716,45.2498647
Banadir,Mogadishu Khada,Maajid - Umeyma,2.0459781,45.2495442
Banadir,Mogadishu Khada,Maakoow - Bangalo,2.0671402,45.2328984
Banadir,Mogadishu Khada,Maandeeq - Bushro,2.0659973,45.238726
Banadir,Mogadishu Khada,Maandeeq - Farxaan,2.066038,45.2394548
Banadir,Mogadishu Khada,Maaya Murug - Koofi,2.0538237,45.26589
Banadir,Mogadishu Khada,Maayo Fuul,2.0655991,45.2382002
Banadir,Mogadishu Khada,Maciin Alle - Baladul Amiin,2.0602575,45.2597349
Banadir,Mogadishu Khada,Maciin Alle - Daldhis,2.0602004,45.2595158
Banadir,Mogadishu Khada,Maciin Alle - Maciin Alle,2.0604296,45.2594847
Banadir,Mogadishu Khada,Maciin Alle - Maqsuud,2.0599729,45.2589899
Banadir,Mogadishu Khada,Macqul,2.0630451,45.2449505
Banadir,Mogadishu Khada,Madooy,2.0611739,45.2234148
Banadir,Mogadishu Khada,Mahad Alle - Mahad Alle,2.0554377,45.266961
Banadir,Mogadishu Khada,Mahad Alle - Qansaxdheere,2.0550825,45.2664778
Banadir,Mogadishu Khada,Mahadaay - Lafoole,2.0667938,45.2329031
Banadir,Mogadishu Khada,Mamuus - Kadiye,2.054385,45.2440318
Banadir,Mogadishu Khada,Mamuus - Samaan,2.0548707,45.2442216
Banadir,Mogadishu Khada,Mandeq - Mandeq,2.0655433,45.24396
Banadir,Mogadishu Khada,Maryama - Dahable,2.0664087,45.2367162
Banadir,Mogadishu Khada,Maryama - Gololdhere,2.0667675,45.236874
Banadir,Mogadishu Khada,Masha Allah - Bishaar,2.0603687,45.256143
Banadir,Mogadishu Khada,Masha Allah - Dogaab,2.0604761,45.2563104
Banadir,Mogadishu Khada,Masha Allah - Macalin Rombe,2.0606308,45.2552906
Banadir,Mogadishu Khada,Masha Allah - Masha Allah,2.0603961,45.2562119
Banadir,Mogadishu Khada,Masha Allah - Nawaal,2.0608825,45.2559051
Banadir,Mogadishu Khada,Muntaas - Hoodo,2.0625115,45.2314078
Banadir,Mogadishu Khada,Muruqmaal,2.0575818,45.2654688
Banadir,Mogadishu Khada,Musbaax - Hoodo2,2.0591338,45.231561
Banadir,Mogadishu Khada,Mustaqiim - Balad Amin,2.0673606,45.2290292
Banadir,Mogadishu Khada,Mustaqiim - Buulo Xaaji,2.0664243,45.2289269
Banadir,Mogadishu Khada,Mustaqiim - Buur Fuulo,2.0669085,45.2287616
Banadir,Mogadishu Khada,Mustaqim,2.0613745,45.2431807
Banadir,Mogadishu Khada,Nasib Wanag - Cirmar,2.0630806,45.2534389
Banadir,Mogadishu Khada,Nasiib - Waraxma,2.064292,45.239657
Banadir,Mogadishu Khada,Nasri,2.0662932,45.2445297
Banadir,Mogadishu Khada,Nasridoon,2.0642731,45.2426661
Banadir,Mogadishu Khada,Nasru Diin,2.0610386,45.2233946
Banadir,Mogadishu Khada,Nimatu Rabi - Alkheyr,2.0468423,45.2512118
Banadir,Mogadishu Khada,Nimatu Rabi - Boorama,2.0462633,45.2507288
Banadir,Mogadishu Khada,Nimatu Rabi - Keysaney,2.0459901,45.2512642
Banadir,Mogadishu Khada,Nimatu Rabi - Miskiin Alle,2.0467406,45.2512594
Banadir,Mogadishu Khada,Nimatu Rabi - Naxariis,2.0468658,45.2506421
Banadir,Mogadishu Khada,Nimatu Rabi - Tanziil,2.0462806,45.2511531
Banadir,Mogadishu Khada,Nogoob,2.0660368,45.233949
Banadir,Mogadishu Khada,Nuro 2 - Carafad,2.0590939,45.2433665
Banadir,Mogadishu Khada,Qeeru Raasiqiin - Buurgaabo,2.0543885,45.2696856
Banadir,Mogadishu Khada,Qeeru Raasiqiin - Daarusalaam,2.0537726,45.2690701
Banadir,Mogadishu Khada,Qeeru Raasiqiin - Ibraahiim,2.0544572,45.2694142
Banadir,Mogadishu Khada,Qeeru Raasiqiin - Tiitinleey,2.0533037,45.2686616
Banadir,Mogadishu Khada,Qeeru Raasiqiin - Wargaduudo,2.053689,45.2695775
Banadir,Mogadishu Khada,Qeeru Raasiqiin - Xamdi,2.0539945,45.2693632
Banadir,Mogadishu Khada,Qulunquul,2.055776,45.2719674
Banadir,Mogadishu Khada,Raja'Alle - Asma,2.05668,45.2438
Banadir,Mogadishu Khada,Raja'Alle - Bubal,2.0564386,45.2438384
Banadir,Mogadishu Khada,Raja'Alle - Dulmar,2.0563286,45.2436997
Banadir,Mogadishu Khada,Raja'Alle - La'Iilaaf,2.0565302,45.2436238
Banadir,Mogadishu Khada,Ramadaan - Horyaal,2.0581767,45.2320949
Banadir,Mogadishu Khada,Raxma - Al Raxma,2.0660477,45.2398181
Banadir,Mogadishu Khada,Rees Barwaaqo - Hareeri Miirshe,2.054329,45.2430452
Banadir,Mogadishu Khada,Riyaan - Iqro,2.0525802,45.2462875
Banadir,Mogadishu Khada,Riyaan - Saafi,2.0523121,45.2463159
Banadir,Mogadishu Khada,Roda - Mustaqbal,2.0609816,45.2529811
Banadir,Mogadishu Khada,Rooble - Barqad,2.0514139,45.2587219
Banadir,Mogadishu Khada,Rooble - Halgan,2.0510607,45.2579226
Banadir,Mogadishu Khada,Rooble - Iftin,2.0513722,45.2585196
Banadir,Mogadishu Khada,Rooble - Kaah,2.0510868,45.2576022
Banadir,Mogadishu Khada,Rooble - Tarash,2.0518006,45.2592139
Banadir,Mogadishu Khada,Roowey Gaduud,2.0651293,45.2151341
Banadir,Mogadishu Khada,Saabir2 - Zaaid,2.0458986,45.2502693
Banadir,Mogadishu Khada,Saacid - Burfule,2.0590807,45.2463286
Banadir,Mogadishu Khada,Saacid - Carishley,2.058293,45.2482842
Banadir,Mogadishu Khada,Saacid - Dameerale,2.0584176,45.246276
Banadir,Mogadishu Khada,Saacid - Irdey,2.0587089,45.2458174
Banadir,Mogadishu Khada,Saacid - Jerow,2.059122,45.2438048
Banadir,Mogadishu Khada,Saacid - Kurman,2.05738,45.24589
Banadir,Mogadishu Khada,Saacid - Maleyley,2.059401,45.2438787
Banadir,Mogadishu Khada,Saacid - Mareerta,2.0588576,45.2483305
Banadir,Mogadishu Khada,Saacid - Rabi Tuug,2.0582781,45.2462288
Banadir,Mogadishu Khada,Saacid - Rooble,2.0584218,45.2458299
Banadir,Mogadishu Khada,Saacid - Salax Yaale,2.0587355,45.2490059
Banadir,Mogadishu Khada,Saacid - Tugaare,2.0569341,45.2451445
Banadir,Mogadishu Khada,Saacid - Wobiyare,2.0591642,45.2458914
Banadir,Mogadishu Khada,Saadaq - Al-Nasri,2.0497427,45.2568917
Banadir,Mogadishu Khada,Saafi - Dooy,2.0531955,45.2694234
Banadir,Mogadishu Khada,Saaxil,2.0614368,45.2456258
Banadir,Mogadishu Khada,Sabiib,2.0651293,45.2151341
Banadir,Mogadishu Khada,Sabir - Fatxul Iilman,2.0594975,45.2547618
Banadir,Mogadishu Khada,Sabir - Sabir Yare,2.05952,45.2548678
Banadir,Mogadishu Khada,Sabir - Waneey,2.059503,45.2547903
Banadir,Mogadishu Khada,Sablaale,2.0609047,45.2466756
Banadir,Mogadishu Khada,Sadiima - Dabyanbo,2.0525075,45.2457354
Banadir,Mogadishu Khada,Safaari,2.0564363,45.2424707
Banadir,Mogadishu Khada,Safiina - Maduulow,2.0639742,45.2253091
Banadir,Mogadishu Khada,Safina,2.0651293,45.2151341
Banadir,Mogadishu Khada,Sahal,2.0629232,45.2433506
Banadir,Mogadishu Khada,Salmaan,2.0580281,45.2666322
Banadir,Mogadishu Khada,Samadeeq - Gudmo,2.055824,45.2404471
Banadir,Mogadishu Khada,Samadoon,2.062562,45.2433317
Banadir,Mogadishu Khada,Samatalis - Bula Sokor,2.0511248,45.258577
Banadir,Mogadishu Khada,Samodeeq,2.0625689,45.2452966
Banadir,Mogadishu Khada,Sarmaan - Bilkher,2.0617505,45.2578545
Banadir,Mogadishu Khada,Sarmaan - Bushra,2.0612318,45.2581088
Banadir,Mogadishu Khada,Sarmaan - Dacad,2.0611457,45.258336
Banadir,Mogadishu Khada,Sarmaan - Imaan,2.0615238,45.2578598
Banadir,Mogadishu Khada,Sarmandher,2.0691252,45.226898
Banadir,Mogadishu Khada,Sharaf - Farxane,2.0666605,45.2488579
Banadir,Mogadishu Khada,Sharrey,2.0663763,45.2446598
Banadir,Mogadishu Khada,Shiilow - Moor Gaawey,2.0572383,45.243654
Banadir,Mogadishu Khada,Shiniile - Buulo Gaduud,2.0600935,45.2434731
Banadir,Mogadishu Khada,Shiniile - Ceelbaay,2.0603325,45.2432031
Banadir,Mogadishu Khada,Shiniile - Tugarey,2.0615094,45.2439274
Banadir,Mogadishu Khada,Somali Uron - Galhagog,2.0443914,45.2501468
Banadir,Mogadishu Khada,Somali Uron - Iyey,2.0444017,45.2501395
Banadir,Mogadishu Khada,Somali Uron - Kilo Sabca,2.0442813,45.2502794
Banadir,Mogadishu Khada,Somali Uron - Majabto,2.0443613,45.2501294
Banadir,Mogadishu Khada,Somali Uron - Musbaax,2.0444005,45.2501666
Banadir,Mogadishu Khada,Somali Uron - Musbaax 2,2.0443857,45.2502284
Banadir,Mogadishu Khada,Somali Weyn - Gaduudow,2.0435782,45.2532159
Banadir,Mogadishu Khada,Talo Rabi - Alfarax,2.0430115,45.2498454
Banadir,Mogadishu Khada,Talo Rabi - Muruqmaal,2.0432452,45.2500548
Banadir,Mogadishu Khada,Talo Rabi - Shalaqben,2.0430152,45.2500464
Banadir,Mogadishu Khada,Talo Wadaag - Al Nasri,2.0523471,45.2441226
Banadir,Mogadishu Khada,Tawakal - Tawakal Dugsiloow,2.0458575,45.2497418
Banadir,Mogadishu Khada,Tawakal - Tawakal Safaari,2.0459334,45.2502194
Banadir,Mogadishu Khada,Tawakal - Tawakalxiroow,2.0462268,45.2506782
Banadir,Mogadishu Khada,Waaf,2.0556552,45.2673101
Banadir,Mogadishu Khada,Wabiyow,2.0610642,45.2461389
Banadir,Mogadishu Khada,Wal Waal - Quuri,2.0661822,45.2356003
Banadir,Mogadishu Khada,Walaal Macaan - Ahlu Kheer,2.0526196,45.2593006
Banadir,Mogadishu Khada,Walaal Macaan - Biyakubaris,2.0528636,45.2586864
Banadir,Mogadishu Khada,Walaal Macaan - Ilintire,2.0535706,45.2583218
Banadir,Mogadishu Khada,Walaalaha - Bilan2,2.0533594,45.2580345
Banadir,Mogadishu Khada,Walaalaha - Lawiile,2.0532138,45.2578056
Banadir,Mogadishu Khada,Walaalo Isjacel - Qurac Mudul,2.0518445,45.2570795
Banadir,Mogadishu Khada,Walaalo Isjecel - Mahadho,2.0523595,45.2579997
Banadir,Mogadishu Khada,Walwaltire - Goolool Dheere,2.0619982,45.2263305
Banadir,Mogadishu Khada,Waranlle - Saabarin,2.0637244,45.2267068
Banadir,Mogadishu Khada,Waranlle - Zamzam,2.0646011,45.2276779
Banadir,Mogadishu Khada,Xaaji Kusow - Doon Idle,2.0416847,45.2504809
Banadir,Mogadishu Khada,Xaaji Kusow - Far Keerow,2.041439,45.2503521
Banadir,Mogadishu Khada,Xanaano - Shiniile,2.0517618,45.2590236
Banadir,Mogadishu Khada,Xaqdhawr - Baby Xaaw,2.058688,45.2466504
Banadir,Mogadishu Khada,Xaqdhawr - Beeyxaaw,2.0584404,45.2467216
Banadir,Mogadishu Khada,Xaqdhawr - Buqaari,2.0593267,45.2467367
Banadir,Mogadishu Khada,Xaqdhawr - Cooflawe,2.058867,45.2464396
Banadir,Mogadishu Khada,Xaqdhawr - Dulqaad,2.0571661,45.2469876
Banadir,Mogadishu Khada,Xaqdhawr - Erile,2.0576517,45.2491077
Banadir,Mogadishu Khada,Xaqdhawr - Fool Jeex,2.0578542,45.2483504
Banadir,Mogadishu Khada,Xaqdhawr - Garowlaay,2.0579597,45.2472022
Banadir,Mogadishu Khada,Xaqdhawr - Gumaysdiid,2.0586977,45.2464351
Banadir,Mogadishu Khada,Xaqdhawr - Haabsho,2.05741,45.2473633
Banadir,Mogadishu Khada,Xaqdhawr - Iidaale,2.0582368,45.247257
Banadir,Mogadishu Khada,Xaqdhawr - Janaale,2.0592787,45.2465326
Banadir,Mogadishu Khada,Xaqdhawr - Muruqmaal,2.0576917,45.2473933
Banadir,Mogadishu Khada,Xaqdhawr - Qodqod,2.0595588,45.2459703
Banadir,Mogadishu Khada,Xaqdhawr - Qoraxey,2.05814,45.248785
Banadir,Mogadishu Khada,Xaqdhawr - Seeska,2.0593427,45.2469639
Banadir,Mogadishu Khada,Xaqdhawr - Xalis,2.0610478,45.2466057
Banadir,Mogadishu Khada,Xaqdhawr - Xamdi,2.0607716,45.2468185
Banadir,Mogadishu Khada,Xariir - Berlula,2.0595164,45.2607189
Banadir,Mogadishu Khada,Xariir - Xariir,2.0592676,45.2600934
Banadir,Mogadishu Khada,Xidig,2.0626135,45.2429902
Banadir,Mogadishu Khada,Xidigoole,2.0562564,45.2677104
Banadir,Mogadishu Khada,Xiis - Xiis,2.0552793,45.2589649
Banadir,Mogadishu Khada,Xogol - Xarago,2.0583721,45.2581909
Banadir,Mogadishu Khada,Xoogsade,2.0573513,45.267283
Banadir,Mogadishu Khada,Xoogyare - Derisurone,2.0532614,45.2598623
Banadir,Mogadishu Khada,Yaanboole,2.0591652,45.2473793
Banadir,Mogadishu Khada,Yaqle - Dhongolow,2.0513461,45.257125
Togdheer,Owdweyne,Balli Yuusuf,8.772306123,44.93945078
Togdheer,Owdweyne,Cabdi Faarax,9.185710012,44.98632642
Togdheer,Owdweyne,Cali Cawad,8.84430945,44.78446241
Togdheer,Owdweyne,Cawaale Aadan,8.991695933,44.9916433
Togdheer,Owdweyne,Dhooba Wayne / Dhooba-Wayne,9.319405959,44.85928666
Togdheer,Owdweyne,Girni,9.795922925,45.10486675
Togdheer,Owdweyne,Gocondhaale,8.695675966,44.92972273
Togdheer,Owdweyne,Khaatumo / Raydal Khaatumo,8.667600283,45.01438325
Togdheer,Owdweyne,Qunyar Dega / Hawlwadaag/ Qunyar Dega,9.407805841,45.05869233
Togdheer,Owdweyne,Xaaji Saalax A,8.594939676,45.24463139
Togdheer,Owdweyne,Xaaji Saalax B,8.597478152,45.2411786
Togdheer,Owdweyne,Xafad Somal / Xaafad Soomaal,9.410481125,45.06604243
Bay,Qansax Dheere,Abag-Deerey,2.8758589,43.0118889
Bay,Qansax Dheere,Abbey,2.8767546,42.9996673
Bay,Qansax Dheere,Al-Amin,2.8667754,43.0063354
Bay,Qansax Dheere,Al-Cadaala,2.8759045,43.0086672
Bay,Qansax Dheere,Aliyow Mad Araale,2.8762885,43.0119438
Bay,Qansax Dheere,Badbaado,2.8677632,43.005979
Bay,Qansax Dheere,Bandhato,2.8753251,43.0110908
Bay,Qansax Dheere,Busley,2.8750384,43.0114094
Bay,Qansax Dheere,Buula Dhato,2.8749726,43.0102966
Bay,Qansax Dheere,Buulo Abag,2.8783783,43.0074198
Bay,Qansax Dheere,Dhershenkuus,2.8763086,43.0029265
Bay,Qansax Dheere,Diinsoor,2.8682524,42.9996468
Bay,Qansax Dheere,Dooday,2.8669493,43.0070841
Bay,Qansax Dheere,Esow,2.8777923,43.0125853
Bay,Qansax Dheere,Gedisoy,2.8730393,43.0097537
Bay,Qansax Dheere,Hareeri-Jiroon,2.8659863,42.9982165
Bay,Qansax Dheere,Hubbey,2.8748794,43.011824
Bay,Qansax Dheere,Maanyow,2.8632936,43.0031114
Bay,Qansax Dheere,Makuudo,2.8824726,42.9946484
Bay,Qansax Dheere,Mubaarak,2.8676752,43.0076497
Bay,Qansax Dheere,Mukubow,2.8781574,43.0122711
Bay,Qansax Dheere,October,2.8784109,43.0096093
Bay,Qansax Dheere,Shugaay,2.8691052,42.9994946
Bay,Qansax Dheere,Tirki,2.8745442,43.0111415
Bay,Qansax Dheere,Xaafito,2.8759716,43.0045451
Bari,Qardho,Ayaan,9.5037175,49.0807247
Bari,Qardho,Buula Qodax,9.4822284,49.0773348
Bari,Qardho,Faay,9.50866,49.0793124
Bari,Qardho,Garaash,9.5073964,49.0892048
Bari,Qardho,Harmuud,9.4778979,49.0791333
Bari,Qardho,Jamacada,9.4755073,49.0793952
Bari,Qardho,New,9.4844258,49.0761094
Bari,Qardho,Shabeele,9.4762471,49.0785414
Bari,Qardho,Shimbiraale,9.5070418,49.0921071
Bari,Qardho,Tawakal,9.4766528,49.0762825
Bari,Qardho,Warsan,9.5064338,49.0812156
Bari,Qardho,Xorgoble,9.518001,49.0796329
Togdheer,Sheikh,Beeyo Macaan,10.06963994,45.84654974
Togdheer,Sheikh,Gidhays,9.94909135,45.46077265
Togdheer,Sheikh,Kulmiye,9.982670475,44.95325205
Sool,Taleek,Daawad,9.1449989,48.4228115
Sool,Taleek,Doofaarqod,9.1086372,48.4265098
Sool,Taleek,Falaat,9.1482293,48.4204814
Sool,Taleek,Sarmaanyo,9.152681,48.4226469
Bakool,Waajid,Al Amiin,3.8099009,43.2531922
Bakool,Waajid,Al-Baraka,3.8083899,43.2337745
Bakool,Waajid,Bulsho,3.8183021,43.2501594
Bakool,Waajid,Buurdhuxunle,3.8103204,43.2468611
Bakool,Waajid,Elboon,3.8100296,43.2461995
Bakool,Waajid,Elduur,3.8097691,43.2526039
Bakool,Waajid,Himiro,3.7997852,43.2423494
Bakool,Waajid,Jadiid,3.8002013,43.2510126
Bakool,Waajid,Kulmiye,3.8099009,43.2531922
Bakool,Waajid,Mirifle,3.7971676,43.248376
Bakool,Waajid,Mubarak,3.8158563,43.2514195
Bakool,Waajid,Tawakal,3.8101195,43.2462566
Bakool,Waajid,Tuwade,3.8150486,43.2385028
Lower Shabelle,Wanla Weyn,Cagaboorey,2.6269239,44.8879904
Lower Shabelle,Wanla Weyn,Kaamka Shanta Kulan,2.6170965,44.8868397
Sool,Xudun,Darayo Geeso Wayn,9.062206161,47.56021547
Sool,Xudun,Gorofleey,9.1354665,47.7521554
Sool,Xudun,Siiga Dheer,9.149665174,47.61781449
Sool,Xudun,Wakxin,9.318290859,47.60677958
Sool,Xudun,Xudun/ Shacab / Xudun/Shacab,9.153365034,47.47451013
Bakool,Xudur,Abag-Beday,4.1181138,43.8982812
Bakool,Xudur,Abal,4.1150064,43.887469
Bakool,Xudur,Afgooye,4.1192954,43.877191
Bakool,Xudur,Arshaam,4.1161317,43.8831667
Bakool,Xudur,Ato,4.1150779,43.8828753
Bakool,Xudur,Bakal,4.1131517,43.883715
Bakool,Xudur,Bisigle,4.1146472,43.8824085
Bakool,Xudur,Ceel Cedow ,4.1128038,43.885914
Bakool,Xudur,Dhurshenshibele,4.1231525,43.8781054
Bakool,Xudur,Doon Feylahow ,4.1229967,43.8777196
Bakool,Xudur,Doora Weera ,4.1135754,43.8841828
Bakool,Xudur,El Fiin ,4.1137768,43.8835498
Bakool,Xudur,Elberde,4.1176792,43.8826908
Bakool,Xudur,Emedkoorey,4.1194393,43.8971324
Bakool,Xudur,Fadhigaale,4.1223329,43.8772586
Bakool,Xudur,Farak,4.1194262,43.8955686
Bakool,Xudur,Farawiley,4.1133159,43.883683
Bakool,Xudur,Garasweyne,4.1172067,43.8830938
Bakool,Xudur,Garsaaley,4.1142868,43.8834337
Bakool,Xudur,Gasile ,4.113927,43.88377
Bakool,Xudur,Hibow,4.1233898,43.8816514
Bakool,Xudur,Imilow ,4.114292,43.8838372
Bakool,Xudur,Koonfur Bari,4.1138821,43.8954627
Bakool,Xudur,Logu Bogay ,4.1136677,43.8834947
Bakool,Xudur,Madaxwarabe,4.12095,43.8974363
Bakool,Xudur,Madooda ,4.112341,43.885996
